id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,class
607,0.250992612,0.659971514,0.376868805,0.768880596,0.088504676,0.491088662,0.99081612,0.991461233,0.911442121,0.300050094,0.487704576,0.806160694,0.659226174,0.324558996,0.938492953,0.32098922,0.905127162,0.375804494,0.036682701,0.860862716,0.984626608,0.382635435,0.127401248,0.945492049,0.983875775,0.611103281,0.91245258,0.09986065,0.118541187,0.252665576,0.101370926,0.161400551,0.149503841,0.516929357,0.090543943,0.088330136,0.693247091,0.441381804,0.802241112,0.873179501,0.466903761,0.202717639,0.372088258,0.59999867,0.220205434,0.599133161,0.840152237,0.034612433,0.008369085,0.903216959,0.651557283,0.850515069,0.373247328,0.509567733,0.994187537,0.96206536,0.836839173,0.411242549,0.584360601,0.417862769,2.318622186
608,0.838696983,0.809525799,0.710669695,0.171677829,0.021108245,0.944135462,0.557436713,0.350723607,0.712874728,0.375445122,0.976000502,0.841845318,0.876882642,0.020224433,0.597893689,0.496431547,0.9173717,0.026475589,0.608980861,0.718881516,0.162099333,0.038390846,0.543311815,0.240938135,0.874430573,0.459215306,0.154710976,0.711002031,0.638023389,0.733544804,0.040000213,0.228165182,0.052296596,0.837235071,0.376852955,0.185279607,0.134675563,0.964015506,0.020010469,0.281256022,0.461934337,0.333871634,0.87876277,0.946025137,0.028849895,0.084008619,0.2522899,0.729577906,0.978564857,0.756346352,0.450857463,0.583121085,0.095787693,0.175626808,0.013414395,0.272984548,0.714127802,0.62621484,0.355470455,0.228269292,2.141640528
609,0.761416172,0.447000005,0.181738539,0.073331282,0.049650013,0.173436908,0.955901481,0.856685106,0.924022411,0.584772427,0.462492267,0.250039679,0.424476717,0.500257733,0.276422862,0.903088441,0.386432026,0.348442174,0.764112996,0.949769048,0.503201777,0.03912373,0.73704334,0.453442056,0.499077561,0.994074583,0.070577771,0.570996343,0.66834362,0.048385296,0.716892903,0.442817767,0.067679851,0.081617812,0.302771124,0.180612889,0.299101087,0.50711556,0.133228466,0.422349831,0.595007512,0.506277108,0.877755934,0.513284859,0.929748981,0.539830315,0.887616139,0.530657522,0.720126715,0.562271255,0.853366107,0.548142644,0.997521273,0.89762325,0.573144913,0.731568855,0.538556202,0.183290644,0.730405587,0.31703467,2.680440023
610,0.041574072,0.314504946,0.837096786,0.264309448,0.398694974,0.352894122,0.259375036,0.756672604,0.273737195,0.532235027,0.775932323,0.12150966,0.450908843,0.417791168,0.684296123,0.134945281,0.870339347,0.755528793,0.970548506,0.533533039,0.4153433,0.526586767,0.34680383,0.968979668,0.118335168,0.978381582,0.832215869,0.409730734,0.212703892,0.009612386,0.11534179,0.951508489,0.295431111,0.069172676,0.118095975,0.512668424,0.575304655,0.687641695,0.808337401,0.751080335,0.736869699,0.23528554,0.580440809,0.211031542,0.308978294,0.539388218,0.350283292,0.394727871,0.177412468,0.882080544,0.53993801,0.71392365,0.835952915,0.256750658,0.1876365,0.902075303,0.427898812,0.0284436,0.663657955,0.362675185,2.113253117
611,0.667464168,0.458978321,0.542150069,0.806939522,0.00283976,0.785519957,0.651427838,0.313818216,0.40079934,0.519014322,0.194679272,0.77528931,0.493796134,0.018924731,0.105919351,0.69624465,0.178544144,0.12849427,0.737645589,0.917751821,0.342738443,0.308007523,0.043316502,0.648509771,0.411131024,0.9307176,0.528456696,0.018027217,0.277773797,0.998940517,0.743284373,0.45781989,0.482748529,0.417875452,0.035192766,0.921624425,0.234419138,0.856174018,0.002147362,0.318931149,0.328178169,0.139199993,0.895624667,0.036086056,0.179007353,0.707810091,0.976657494,0.398388673,0.748609247,0.088516423,0.360092298,0.649589755,0.263502202,0.99466583,0.367240557,0.310125108,0.982582166,0.622115795,0.776138902,0.303876121,2.079883338
612,0.160497966,0.866265387,0.414389972,0.930851561,0.344361282,0.411533743,0.903185789,0.398646658,0.725631095,0.151736365,0.61986518,0.985428557,0.122271181,0.17527787,0.408243042,0.452582275,0.779872435,0.162345488,0.054650396,0.688584708,0.5969975,0.081380544,0.797491089,0.579459289,0.869800581,0.419479593,0.259548081,0.520016311,0.634977237,0.306680376,0.412820265,0.643968034,0.490513501,0.352588229,0.971310682,0.942245055,0.822357953,0.002555271,0.015346718,0.571546393,0.598145655,0.926397753,0.717106458,0.265425134,0.300674056,0.880927702,0.173649999,0.949983634,0.071949932,0.543266396,0.754008298,0.438322456,0.933067687,0.751304831,0.018404973,0.378126847,0.123261322,0.419088135,0.118247674,0.288467815,1.71952167
613,0.156979989,0.139451756,0.490489043,0.660729613,0.793865942,0.935528101,0.097147682,0.223570996,0.008125369,0.514935197,0.370231451,0.353007151,0.970717597,0.387876581,0.161536718,0.516110747,0.910190946,0.895546373,0.750647077,0.697878103,0.936499569,0.851246865,0.822647958,0.729853883,0.55272992,0.483680553,0.302530217,0.336675293,0.869495841,0.944950266,0.024863118,0.74338856,0.122898376,0.084166318,0.440028224,0.893384889,0.011484676,0.955808548,0.905421224,0.46536595,0.129575021,0.750185273,0.859455468,0.838918495,0.013702496,0.661500793,0.883954723,0.671942205,0.69454075,0.437198464,0.761663615,0.362043923,0.295032398,0.054722916,0.063989545,0.159449131,0.394433437,0.560875556,0.48174668,0.89239804,1.940460012
614,0.829492185,0.821092594,0.365565301,0.328016588,0.161496134,0.15172337,0.211145386,0.857478477,0.389734819,0.186790439,0.290666568,0.288583111,0.292149883,0.50095543,0.66966348,0.872560239,0.212165003,0.666777643,0.625736405,0.568335271,0.315266039,0.157436528,0.489835495,0.769725731,0.11235812,0.356102037,0.691568041,0.474854902,0.00304111,0.005877761,0.344984218,0.268476905,0.096646017,0.917287053,0.229461738,0.509828084,0.374731412,0.366744843,0.106082583,0.651598475,0.659224499,0.566084496,0.898810132,0.745124314,0.413650838,0.248300422,0.845156194,0.81554963,0.02595191,0.254821325,0.847110812,0.514445792,0.997837722,0.832115321,0.97131393,0.620962835,0.927899556,0.097466771,0.171562506,0.467923188,2.827577803
615,0.234887701,0.747114076,0.888216941,0.070430773,0.390368755,0.808148727,0.953239791,0.024306117,0.134646465,0.478649788,0.355075992,0.905733527,0.215378478,0.121231684,0.294147493,0.176460037,0.447395031,0.219719079,0.205554943,0.049834756,0.919964657,0.113374908,0.686578354,0.549599007,0.273905756,0.462031459,0.863253901,0.945117469,0.905080993,0.375296302,0.90833327,0.076156153,0.574604942,0.232192023,0.505055508,0.938931968,0.177155071,0.138880378,0.346598906,0.338839992,0.771623882,0.568743278,0.206090287,0.190780164,0.072568684,0.619644112,0.862314538,0.773335952,0.741457956,0.427476212,0.523770967,0.170832857,0.772144983,0.873416889,0.241327716,0.711756718,0.607637022,0.483275498,0.736939059,0.717221745,2.389435977
616,0.98530012,0.997938312,0.966666255,0.684455754,0.257451689,0.219224248,0.301868392,0.981334205,0.941183931,0.694827189,0.782825366,0.035165472,0.678297369,0.357324045,0.8449197,0.772139792,0.164750165,0.277041265,0.093122999,0.034241295,0.287607015,0.81436978,0.684738707,0.521534798,0.382255965,0.308253688,0.936975005,0.18457108,0.901131205,0.606175174,0.060162628,0.185277053,0.056539989,0.388619314,0.547018728,0.315116008,0.122689338,0.936703768,0.778722071,0.00343712,0.725837571,0.578911826,0.146683724,0.589160167,0.707256209,0.885377194,0.18641116,0.494636513,0.981662285,0.463026979,0.161496537,0.436973271,0.758950041,0.853733125,0.793507713,0.344990056,0.4631567,0.112022269,0.313325233,0.890673206,3.088452485
617,0.681188085,0.002144108,0.749521586,0.576811939,0.640373537,0.563992482,0.532172111,0.896287194,0.755404139,0.640550293,0.55696301,0.409101187,0.164048403,0.324678959,0.769811999,0.963566059,0.293593092,0.204044083,0.625614259,0.979616679,0.703233545,0.128590417,0.014776633,0.573087554,0.592022714,0.628375498,0.548401153,0.758252216,0.87251778,0.805336224,0.62408036,0.804192301,0.621940048,0.364521117,0.08737105,0.375753003,0.624919378,0.749268151,0.609472239,0.295678143,0.491920729,0.11699736,0.472280886,0.137212271,0.201358676,0.496445292,0.689958788,0.397097549,0.892379011,0.91129195,0.551461175,0.834907745,0.753522239,0.360625414,0.057205935,0.226354224,0.733239077,0.668847223,0.899125819,0.259179969,1.944579081
618,0.918946541,0.625340022,0.847166434,0.628817673,0.709668955,0.35200174,0.268877825,0.880124962,0.849948302,0.907618645,0.499006238,0.384893508,0.050147625,0.732573514,0.720791836,0.407590777,0.655678797,0.832800206,0.325766401,0.705867439,0.690619392,0.584014173,0.606396002,0.111708157,0.959776805,0.895596715,0.256244456,0.319597279,0.393236065,0.035225231,0.905305192,0.582958333,0.221941094,0.292165744,0.20364466,0.362624014,0.654785447,0.851417687,0.449920691,0.568015592,0.039376965,0.142511724,0.667429387,0.495085868,0.985590388,0.351958327,0.360158061,0.130733833,0.584867293,0.540594215,0.809942039,0.981547775,0.257461646,0.4496809,0.784531257,0.182336463,0.055462547,0.469986191,0.346774712,0.778111892,2.692799259
619,0.564893107,0.006540264,0.190994036,0.845767409,0.141259791,0.403766674,0.036691848,0.535689337,0.610344,0.321538698,0.093908994,0.828553867,0.463251718,0.429289025,0.877600416,0.641701726,0.277650292,0.405992217,0.622187897,0.901446387,0.757112541,0.825486565,0.455129996,0.9513887,0.343650782,0.461160349,0.845462672,0.65809327,0.86548351,0.861302875,0.81132007,0.163869467,0.890268822,0.536156334,0.746867081,0.584414239,0.029001554,0.938851097,0.023542631,0.23124322,0.351303429,0.999528733,0.955835606,0.460969828,0.889845731,0.755125138,0.814134549,0.099189792,0.882101176,0.638940018,0.945905988,0.415801861,0.800073252,0.511429405,0.150414654,0.817370159,0.304065731,0.825661769,0.136772644,0.925965352,2.715801157
620,0.179892975,0.209945404,0.164073322,0.426200299,0.144306876,0.166379487,0.406867785,0.079923513,0.823180058,0.911906195,0.830786566,0.133455069,0.546657448,0.604722022,0.498135127,0.667055958,0.464708025,0.334017014,0.02845005,0.442988604,0.825010049,0.057865878,0.6312692,0.359769528,0.84671589,0.092044061,0.20721966,0.729191784,0.24962711,0.729705076,0.368693472,0.18103038,0.219755383,0.517966299,0.489619576,0.477873057,0.16607107,0.839328751,0.590137371,0.168450391,0.138454845,0.089667093,0.197742016,0.653322087,0.858877173,0.221753726,0.757204346,0.068690112,0.185303285,0.29729103,0.754665542,0.455101885,0.208814764,0.694524333,0.710071935,0.439794876,0.339351216,0.741346791,0.976478807,0.529976416,1.836440132
621,0.77936447,0.1395968,0.032128038,0.951331855,0.881004073,0.896585544,0.413481973,0.76662306,0.79858447,0.375164258,0.905757347,0.439329143,0.319797444,0.871117437,0.830480605,0.283101452,0.063617188,0.259590498,0.081620104,0.251734931,0.817301908,0.55636729,0.762347289,0.681301055,0.555392463,0.279144267,0.067493733,0.926918468,0.708163328,0.388294915,0.839994964,0.118850163,0.215366614,0.999025506,0.445974843,0.616858819,0.913279723,0.26558713,0.388292752,0.253498385,0.75419294,0.967834641,0.557516892,0.067407815,0.329452392,0.932069689,0.570424506,0.689759265,0.021733713,0.244075229,0.015282509,0.287130556,0.670029005,0.566046466,0.779067791,0.044104796,0.360667289,0.080407318,0.277113371,0.616814409,2.398649296
622,0.989405445,0.154910398,0.118739599,0.311083539,0.645014708,0.564911602,0.772330953,0.190968675,0.499212175,0.354515699,0.827613487,0.42596702,0.794633998,0.267564864,0.325060754,0.147254513,0.552371946,0.711000703,0.509206505,0.211637007,0.924205684,0.153120839,0.4701927,0.894042502,0.445406003,0.580894855,0.843837226,0.976623738,0.306963808,0.543655089,0.235564541,0.464393893,0.150502268,0.090179613,0.150281149,0.275244075,0.219311279,0.694991605,0.828289906,0.047415783,0.175370642,0.544583344,0.993932623,0.32283015,0.531285337,0.365591046,0.963890684,0.324829289,0.156262126,0.672448083,0.752283825,0.42199461,0.809207464,0.551958058,0.655828077,0.160063579,0.453999034,0.75069164,0.871886908,0.394419166,2.263605189
623,0.380469891,0.047252419,0.391075267,0.180482623,0.597149415,0.601352455,0.725041792,0.800730807,0.316995145,0.341581784,0.687188157,0.181721227,0.771566783,0.756657411,0.469300501,0.92125015,0.215885931,0.580752284,0.871732362,0.585868634,0.059222878,0.119027534,0.435721544,0.052965266,0.466296168,0.387402689,0.527991555,0.698694979,0.644728157,0.247052933,0.763708402,0.989755135,0.607402167,0.006009126,0.571322854,0.901255491,0.584899408,0.496755513,0.635364448,0.616368385,0.134551132,0.166746994,0.06034184,0.848774738,0.043825612,0.085638526,0.737393888,0.34870839,0.923442763,0.362019865,0.504685332,0.65657223,0.100152208,0.347652092,0.823496915,0.691344693,0.52858377,0.946468652,0.475041966,0.530032057,2.069427961
624,0.51009905,0.284361923,0.544867017,0.594594103,0.172115577,0.112005605,0.383827594,0.873985275,0.380265252,0.191563222,0.862460111,0.913704871,0.728867625,0.964855064,0.281297685,0.71480239,0.385731204,0.548050114,0.600269268,0.361959708,0.43880793,0.067366578,0.493303415,0.916326987,0.242214289,0.555472611,0.674825862,0.104742555,0.655391964,0.642715593,0.396178722,0.206787145,0.134504281,0.433027389,0.660992377,0.634879746,0.161039939,0.299928451,0.150410324,0.847744682,0.451075676,0.397868988,0.356922907,0.617335946,0.695608387,0.769804698,0.266291815,0.14780888,0.218537172,0.064535923,0.416695372,0.587323148,0.270767572,0.897552946,0.100989837,0.964901311,0.994365457,0.976707668,0.000124206,0.600341119,2.381231967
625,0.371395789,0.169392737,0.005627889,0.249077662,0.884961217,0.809379659,0.415166958,0.706879146,0.772201264,0.994563841,0.504446538,0.933969692,0.914248638,0.243218239,0.513501056,0.021577115,0.116727678,0.670623298,0.730395096,0.373199319,0.770440935,0.889400906,0.40889229,0.681823318,0.407173695,0.938315087,0.584449846,0.86775191,0.611452421,0.660303063,0.255184059,0.376298279,0.904139984,0.013009527,0.847621965,0.797130103,0.926628371,0.793848173,0.30952559,0.147716295,0.203215387,0.620377073,0.137232167,0.732328539,0.382370201,0.763548373,0.346570459,0.228088651,0.840632281,0.107177195,0.330137089,0.808518632,0.616390485,0.741134187,0.020077778,0.935689262,0.416836642,0.007523701,0.520874547,0.833901248,2.845161499
626,0.304018824,0.06065626,0.711135962,0.646321954,0.035895284,0.990330565,0.699560531,0.908858983,0.227991388,0.882277519,0.114584597,0.875987799,0.31706515,0.913958734,0.434998144,0.343912708,0.865532333,0.73992473,0.232933317,0.909331862,0.590712698,0.7679965,0.113139638,0.169462651,0.913953702,0.781044754,0.487081908,0.79429608,0.033977981,0.020110491,0.272544503,0.572035762,0.443937073,0.583587861,0.687154831,0.774864293,0.733816503,0.019593327,0.665051472,0.295315829,0.391765515,0.396140551,0.809167702,0.9731424,0.858494185,0.084160971,0.536137734,0.244015495,0.197897381,0.623539644,0.122768497,0.054175207,0.72215214,0.977802483,0.88015364,0.830140801,0.310468406,0.984786313,0.987147997,0.929810598,2.339118283
627,0.687771184,0.89720928,0.005330317,0.644868377,0.216832181,0.175627232,0.887091624,0.251692606,0.391767175,0.857281385,0.734436241,0.661930418,0.549196493,0.421717534,0.98741041,0.437214009,0.835032648,0.594907784,0.574293828,0.320194973,0.119612528,0.740045443,0.205838732,0.635267418,0.09648273,0.980165853,0.597680649,0.316154165,0.291248733,0.539625948,0.892117158,0.418646881,0.527643593,0.109179146,0.980000402,0.019055665,0.563841597,0.26812532,0.413662273,0.121308932,0.167734969,0.818389664,0.548180971,0.89885341,0.901834938,0.770895477,0.746238229,0.434748952,0.978974405,0.252409347,0.812888074,0.872661717,0.543671104,0.563653873,0.12079051,0.532273095,0.859483991,0.097440766,0.606710123,0.924683213,2.968574396
628,0.605794395,0.42781762,0.804126209,0.769899833,0.60644588,0.428277391,0.601001564,0.813570765,0.287712837,0.02201813,0.001440963,0.38068774,0.077129885,0.935140402,0.472217756,0.266395286,0.49080739,0.431178052,0.089501404,0.677426794,0.551747712,0.119101587,0.943405111,0.46103686,0.897916371,0.976463941,0.003284913,0.725880973,0.593277548,0.201323807,0.579103682,0.293027816,0.258159471,0.763804903,0.162593085,0.960926628,0.759455725,0.40723706,0.245264758,0.046694542,0.810304539,0.536918313,0.782516731,0.358928896,0.712329182,0.047266187,0.481922589,0.467807727,0.23680828,0.083873061,0.07079283,0.030280278,0.649572586,0.161792788,0.958822341,0.321465513,0.679649158,0.457555695,0.613352306,0.370438161,2.17578471
629,0.119470594,0.402679437,0.028155426,0.03660721,0.763602775,0.141138173,0.805358161,0.301436085,0.865447695,0.189440398,0.184483923,0.667204673,0.171843398,0.358959456,0.655803674,0.31956582,0.849529419,0.450933648,0.063489422,0.954555651,0.786283158,0.554894843,0.210385066,0.248247574,0.003948186,0.970098027,0.483832727,0.973706639,0.01157447,0.367703216,0.97574151,0.09337204,0.402872007,0.714699533,0.659446395,0.282269301,0.956786829,0.937856196,0.583953249,0.493929389,0.933387276,0.050512368,0.896316511,0.782315557,0.604185937,0.135439767,0.886841242,0.164416921,0.555413628,0.248509687,0.393522113,0.720797813,0.626807367,0.51165708,0.385924348,0.594636805,0.682022552,0.492792883,0.585284485,0.383276224,1.907668847
630,0.176784652,0.642112698,0.956446444,0.714294638,0.343407638,0.911209571,0.596357754,0.61926399,0.035613917,0.491602148,0.663893012,0.907094562,0.588106346,0.370819984,0.651728817,0.263234386,0.132670468,0.868797351,0.176986978,0.083228538,0.648873547,0.414411093,0.776596251,0.440288211,0.561859883,0.141007532,0.356984508,0.539646921,0.932986869,0.246857376,0.126691685,0.500843717,0.878084628,0.199690667,0.436917942,0.964915489,0.549509846,0.717823602,0.422030079,0.301369564,0.313059267,0.121806313,0.186168304,0.772564469,0.690214086,0.43809755,0.51458854,0.569984784,0.376470088,0.759484511,0.407857612,0.837050666,0.262158546,0.174883764,0.081595563,0.480243767,0.440914188,0.590375293,0.287018269,0.019787444,1.47374144
631,0.680573914,0.826983077,0.471916752,0.756283388,0.19507005,0.112584108,0.796344375,0.023353475,0.696885632,0.694988745,0.626222514,0.806067927,0.39127558,0.003488867,0.393581854,0.663132755,0.87491582,0.52556886,0.102304108,0.805541549,0.056681655,0.357889358,0.142129288,0.94483509,0.334407566,0.942650224,0.900139473,0.789184851,0.340852827,0.212067394,0.584541756,0.110948307,0.276080927,0.997315905,0.264210058,0.474553529,0.10264244,0.446744289,0.578529204,0.668202332,0.947172684,0.555839049,0.905885899,0.485196094,0.945149874,0.103404411,0.827757591,0.161362306,0.300030951,0.675285255,0.958566718,0.907699251,0.305785883,0.540459626,0.260981395,0.991444059,0.715829138,0.746251687,0.810670134,0.901045046,2.956766126
632,0.035675753,0.521741947,0.045874201,0.363452508,0.230381397,0.106848611,0.430267022,0.274733787,0.279085767,0.375260116,0.553377999,0.228423873,0.316599202,0.650474016,0.727218431,0.083817739,0.840462528,0.390087941,0.241912832,0.275374296,0.938999072,0.943917536,0.682916073,0.682161052,0.573505392,0.577472252,0.851607749,0.940641317,0.290541845,0.439749135,0.908967441,0.054733838,0.861343076,0.193003808,0.778312166,0.696561054,0.224381748,0.64055227,0.257969668,0.484612972,0.031054742,0.588917861,0.227238271,0.856933205,0.925083864,0.330033876,0.253526314,0.54051328,0.153017126,0.618109453,0.376449043,0.131340297,0.829367332,0.484961671,0.220477189,0.996654281,0.092266861,0.624928818,0.892601205,0.140254538,1.746661132
633,0.106424932,0.48415435,0.983173706,0.882340975,0.59561942,0.25223713,0.894796191,0.543633254,0.52011653,0.140347503,0.031960429,0.357297973,0.936938609,0.591626279,0.365643627,0.240021631,0.848724636,0.392875128,0.541806578,0.668408141,0.687706203,0.681030975,0.088848725,0.214268432,0.80406372,0.882536169,0.074343112,0.933676911,0.506385222,0.960351306,0.360617034,0.416141685,0.209813765,0.066602576,0.224295935,0.084671621,0.271632692,0.810626669,0.437222256,0.61706145,0.873039575,0.645177092,0.789008914,0.724957579,0.32659256,0.3198869,0.770342533,0.391114529,0.915053074,0.489151348,0.637575527,0.079362786,0.312643228,0.492361043,0.770220479,0.577970201,0.704268974,0.60851717,0.744133764,0.780296394,2.151600176
634,0.412182643,0.409699704,0.140472119,0.186419308,0.730998018,0.981744462,0.651244657,0.726592037,0.588785157,0.121233132,0.492731442,0.553848065,0.664927372,0.640691891,0.444390135,0.016331083,0.820171129,0.794317097,0.211172261,0.169684587,0.951773278,0.411976524,0.25386232,0.895919862,0.433024672,0.793976219,0.968772734,0.303875725,0.763695874,0.490635577,0.488173989,0.921374647,0.533618189,0.885170267,0.678475693,0.784980729,0.951066642,0.338133471,0.189511466,0.44937033,0.158313608,0.941632356,0.522190873,0.372985618,0.600034903,0.737413316,0.799536283,0.170603023,0.117946641,0.197963106,0.795333518,0.374041838,0.215426581,0.340988442,0.959600298,0.241632136,0.874063996,0.099075938,0.839920742,0.185674212,1.82892461
635,0.036829011,0.446340203,0.449712541,0.684588431,0.321437589,0.431952985,0.963715024,0.381271486,0.347364429,0.595785008,0.668107226,0.573410955,0.88579352,0.33369737,0.501572413,0.635967373,0.92964393,0.823071276,0.317263361,0.302997696,0.435971262,0.329396131,0.934870277,0.984049024,0.446949329,0.667941447,0.14065481,0.764164946,0.184846643,0.811523957,0.600908917,0.866302096,0.133487974,0.421685402,0.950971794,0.289685552,0.472647308,0.343549525,0.203707392,0.627505022,0.203420226,0.734261012,0.22202829,0.954806657,0.103409315,0.721783126,0.74529101,0.202204524,0.599117154,0.845421982,0.182955234,0.208723552,0.941076414,0.190247246,0.200232415,0.131235494,0.155155564,0.59986799,0.294577203,0.796650875,1.707745107
636,0.132604507,0.866967683,0.704837324,0.27392362,0.403573945,0.314431331,0.503296303,0.367233145,0.944587155,0.034772363,0.344621015,0.006709076,0.592420187,0.004504275,0.942512298,0.241753654,0.726389142,0.977420073,0.779949172,0.804853924,0.914625314,0.401952473,0.412086152,0.607874532,0.665693749,0.525772545,0.752516629,0.148252437,0.900589703,0.043915935,0.714462297,0.012864838,0.137171456,0.966188413,0.589851674,0.101198932,0.031015754,0.230821821,0.245431485,0.108272219,0.211682334,0.578684465,0.757654424,0.827925338,0.92958594,0.764508022,0.210517333,0.27593114,0.065547843,0.749108882,0.58930049,0.070554066,0.625883374,0.633806383,0.351174382,0.248780224,0.65698851,0.734189976,0.434518416,0.65415722,1.727240584
637,0.956116885,0.559401883,0.655390364,0.852760903,0.025559995,0.765153987,0.705055659,0.534978733,0.27053332,0.742880144,0.406250775,0.913271475,0.95876572,0.264502845,0.918613514,0.837930833,0.493884809,0.504881034,0.364585398,0.188877728,0.585158961,0.17588633,0.134298628,0.645423431,0.674808139,0.611493938,0.479772159,0.946941377,0.423879425,0.984676735,0.580841706,0.127417504,0.502551951,0.286257637,0.87090939,0.147135139,0.473544991,0.137786193,0.788627775,0.756857549,0.432692935,0.776790326,0.191051925,0.764971619,0.936100224,0.153407166,0.751070823,0.107101869,0.031439791,0.212511039,0.475666783,0.469875497,0.430818692,0.229345157,0.432622938,0.163967632,0.799605026,0.514411649,0.028239251,0.320386347,2.304146331
638,0.526260444,0.658178624,0.215275896,0.244073959,0.667457755,0.759492913,0.132050978,0.138191651,0.940866271,0.501014765,0.026867963,0.109819459,0.945816118,0.095707786,0.702353054,0.044638319,0.690834653,0.119126281,0.722783802,0.335768481,0.922424277,0.422279516,0.738792231,0.850655741,0.293898844,0.205798379,0.375994344,0.962065263,0.573100423,0.374092049,0.734211869,0.718632047,0.268148984,0.478199122,0.241225614,0.184923325,0.403044261,0.297939696,0.346086239,0.966997029,0.255552321,0.710720528,0.898337238,0.063471899,0.250040058,0.605624349,0.909037588,0.317977378,0.930163548,0.611853705,0.456669393,0.028351266,0.199118989,0.153896888,0.584994689,0.741142544,0.521057391,0.961385973,0.149377067,0.434600287,2.149527345
639,0.064011842,0.517822338,0.864682656,0.995006794,0.90584506,0.593976514,0.338172048,0.062505223,0.321616362,0.859845657,0.239751314,0.606049718,0.709476332,0.632139202,0.985419915,0.428817746,0.167442854,0.669724006,0.109564022,0.876583628,0.693166001,0.024326972,0.705527577,0.486952702,0.654964128,0.414545569,0.253890864,0.124326222,0.559720746,0.573500598,0.699509165,0.390317044,0.628219131,0.272700414,0.635398263,0.853717924,0.961273235,0.997345229,0.734293596,0.373871754,0.001994937,0.412998872,0.003593303,0.761964186,0.646253201,0.579897022,0.179063325,0.243650082,0.849025415,0.413698839,0.650326871,0.589670203,0.827930578,0.020842266,0.623162653,0.792696395,0.328183725,0.224541725,0.097507828,0.793088182,2.4113654
640,0.356328549,0.500999814,0.712921864,0.000865211,0.784245165,0.072345828,0.036061708,0.666582408,0.357431369,0.646098503,0.289807928,0.028247705,0.501932989,0.014018508,0.944538288,0.650578198,0.599033784,0.382481404,0.110491293,0.04447536,0.170254415,0.362282085,0.829446719,0.645662137,0.420010164,0.586204037,0.418163625,0.63483519,0.010516724,0.803533281,0.316305616,0.825851946,0.155948305,0.348526237,0.509534345,0.19643524,0.26438996,0.886077121,0.6518823,0.907996666,0.946436366,0.084226639,0.459523752,0.624206207,0.996813621,0.156289595,0.496595847,0.964471464,0.697650073,0.98732635,0.659955482,0.229474649,0.254585716,0.761613187,0.801826055,0.693771949,0.125788344,0.704722075,0.37129245,0.26656268,1.981936957
641,0.494758484,0.750044674,0.980098386,0.809521685,0.025072361,0.844017759,0.189240933,0.003893411,0.286684522,0.89802348,0.887623968,0.025653546,0.884587607,0.511487935,0.939157569,0.470007341,0.864202883,0.630475729,0.658972829,0.399777883,0.221016345,0.059893408,0.011075032,0.110769557,0.889289581,0.999034619,0.474533215,0.180712887,0.383459655,0.109460217,0.739061369,0.849311214,0.039317657,0.339010896,0.592895265,0.8924326,0.62137148,0.002274208,0.678811697,0.940635078,0.012202963,0.039123779,0.460400304,0.988021225,0.599528936,0.235940259,0.545889111,0.939600213,0.695931442,0.803287568,0.997253742,0.030525637,0.325529538,0.524236695,0.648543174,0.93750061,0.593852029,0.1991488,0.310936617,0.168342312,2.37661394
642,0.142103008,0.887462153,0.299571117,0.394342312,0.074464309,0.810236632,0.666860708,0.961878507,0.515967406,0.932959998,0.59513451,0.010820918,0.571586075,0.119798615,0.776265262,0.816810209,0.576384966,0.960154958,0.174742458,0.408082827,0.672899554,0.765060391,0.039100594,0.982111033,0.706812628,0.076641039,0.369083901,0.366448878,0.64019353,0.219702564,0.806442836,0.99062561,0.240637616,0.91891022,0.851316417,0.526068142,0.47288224,0.636429514,0.856199398,0.402979577,0.179032335,0.10164964,0.170047046,0.109188636,0.762977772,0.847204669,0.319841219,0.771964647,0.167173249,0.242040973,0.104717853,0.885852472,0.775804784,0.687318268,0.383294765,0.37766709,0.863817986,0.409000824,0.623632118,0.162547065,1.582133628
643,0.43697468,0.242337464,0.775579059,0.444733118,0.054158463,0.387619629,0.508476934,0.699020539,0.160097138,0.205500258,0.27030789,0.70184616,0.088831956,0.688512289,0.081002003,0.140975164,0.298693235,0.424595674,0.818699989,0.288240276,0.278334428,0.768910437,0.59981734,0.721307441,0.417249562,0.830108177,0.668431965,0.587652362,0.615984494,0.65387966,0.007250012,0.808660159,0.689821504,0.073042052,0.806380092,0.216965876,0.58532547,0.248026848,0.07895161,0.688175982,0.51005482,0.057344591,0.949316804,0.130384061,0.958900573,0.920383957,0.382562169,0.444569869,0.37369347,0.428596181,0.046725317,0.972005825,0.713597598,0.233948728,0.423514571,0.004960825,0.636614485,0.367382961,0.977733355,0.498874843,1.853643796
