ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,class
457,0.571252363,0.80912473,0.26279541,0.010660484,0.518530608,0.14694405,0.792436657,0.251631561,0.94067334,0.844884765,0.298962117,0.6434239,0.80253456,0.623530592,0.237899923,0.926145555,0.61035772,0.225342888,0.045890529,0.654227739,0.488253879,0.190608903,0.069812032,0.292416663,0.489825549,0.050990547,0.890877773,0.357384882,0.427546799,0.839120806,0.716675418,0.733861465,0.752068052,0.255135246,0.361020506,0.84509172,0.414866275,0.334149972,0.258451661,0.839815774,0.640672419,0.149156078,0.167478821,0.157762862,0.300804932,0.928299421,0.826029522,0.847444131,0.377515969,0.005707744,0.6707873,0.285095489,0.430201285,0.136857491,0.720299656,0.486762599,0.482638035,0.984164628,0.100252188,0.503550596,0.874594263,0.131320152,0.111914262,0.988050964,0.840506391,0.636021579,0.519374743,0.712627375,0.469622179,0.997661209,0.203239103,0.559049469,0.902973531,0.291988285,0.405555171,0
458,0.106165018,0.918901347,0.276632773,0.439818877,0.58562038,0.625446182,0.247077596,0.971505159,0.558127451,0.058396073,0.20138521,0.316261698,0.989177253,0.068148761,0.425236622,0.037933591,0.711577934,0.662279514,0.652377439,0.966666431,0.784321781,0.275388624,0.793854196,0.775852331,0.016450206,0.239722726,0.273274222,0.160212248,0.681402832,0.472594869,0.220194737,0.183842284,0.161359755,0.812303443,0.759837309,0.01833257,0.07568911,0.464356185,0.93277856,0.58379505,0.106890733,0.420109953,0.370262855,0.435068124,0.303028859,0.170199316,0.766146627,0.393198443,0.439059876,0.40846451,0.595617511,0.4233704,0.976635103,0.552545814,0.689264412,0.819772498,0.313268657,0.698061486,0.039816492,0.157263791,0.758853342,0.012663436,0.254232802,0.15806458,0.720610921,0.928065762,0.258827816,0.050714291,0.320750981,0.732998504,0.216904838,0.040968566,0.538061248,0.74733817,0.239362275,1
459,0.27580632,0.746790368,0.109949986,0.953855267,0.025410031,0.243945817,0.241274881,0.13952509,0.218664852,0.410146616,0.583068951,0.440993701,0.790348445,0.92953159,0.242662881,0.263409997,0.956095304,0.390951782,0.436320346,0.84958608,0.760382136,0.684266373,0.217170055,0.588972854,0.260016488,0.721675533,0.169659106,0.561656515,0.265362221,0.569322823,0.216405476,0.991749096,0.131574755,0.528958486,0.397928799,0.949859877,0.891689671,0.315518043,0.101503976,0.651897546,0.596701412,0.250336227,0.015657054,0.87155567,0.599455065,0.955172876,0.824266312,0.580087358,0.591931874,0.491049471,0.461088231,0.537707539,0.868413134,0.354737365,0.383535131,0.97810348,0.128615703,0.453132541,0.693438915,0.42722256,0.903001093,0.648784433,0.018719473,0.566781955,0.378901489,0.028884397,0.286359604,0.534741774,0.877807696,0.887291646,0.571812424,0.849083135,0.57874175,0.476802793,0.415611964,1
460,0.380972118,0.628684598,0.150443507,0.423656471,0.783837867,0.713731113,0.759761036,0.259081929,0.671550047,0.862583681,0.333939641,0.869999738,0.931442278,0.977562768,0.350604197,0.334735621,0.637200602,0.136726959,0.396447711,0.774583067,0.773154173,0.314478364,0.102289556,0.842516292,0.484916512,0.818489373,0.391685314,0.609776788,0.412039259,0.65253333,0.351230404,0.814573704,0.14877265,0.851538549,0.272500287,0.956273532,0.741373401,0.180368704,0.616544505,0.205078202,0.750995888,0.176243845,0.992061676,0.876340516,0.071721367,0.818649868,0.933747193,0.936762217,0.907316019,0.221341094,0.535025837,0.364092433,0.588515047,0.761881102,0.4609835,0.940698042,0.303493992,0.772111223,0.107709582,0.314838377,0.27991992,0.674573971,0.868659614,0.07285354,0.990284447,0.238910701,0.889399018,0.966904509,0.685468733,0.259411917,0.03454799,0.505658787,0.415867502,0.511489752,0.992572965,1
461,0.98966994,0.056667012,0.858098945,0.835618639,0.258091748,0.725453244,0.612753377,0.709395769,0.052193092,0.482177158,0.112306314,0.362151023,0.416023228,0.071549628,0.108751129,0.328479884,0.719285671,0.328443319,0.062220517,0.050050942,0.31205635,0.26289935,0.837227838,0.109982358,0.694510216,0.976902158,0.622294892,0.721545637,0.201823777,0.242070637,0.756310824,0.261659412,0.178415565,0.88055358,0.405218465,0.552328532,0.697681505,0.245190001,0.838769635,0.45390177,0.945571557,0.700612684,0.893135103,0.639302798,0.380370863,0.513094108,0.71853436,0.595440985,0.478598565,0.643140183,0.046983033,0.713184486,0.15243528,0.324898662,0.367999959,0.263988363,0.116147855,0.537158456,0.992433907,0.573938074,0.311726042,0.101989461,0.207724309,0.56846121,0.38766369,0.606090032,0.807696772,0.807156652,0.939170571,0.219188827,0.594707169,0.05002876,0.752185736,0.126906263,0.552955617,0
462,0.102061887,0.201958398,0.424540965,0.657853654,0.560326166,0.657915643,0.96336838,0.111748269,0.131989234,0.870649287,0.63772937,0.345062712,0.498546568,0.103047962,0.730778545,0.17307691,0.094613194,0.714468256,0.988376232,0.150472785,0.033193313,0.547979136,0.296656407,0.085112705,0.851163782,0.932054397,0.539210365,0.397258167,0.569616658,0.91091855,0.826010423,0.969936717,0.478042252,0.362830713,0.398156709,0.871269414,0.990183939,0.279036001,0.779038982,0.948917666,0.054824975,0.034087154,0.715397412,0.996308432,0.388722483,0.913288192,0.8070424,0.459727905,0.139750229,0.766944645,0.609931152,0.326944307,0.038102854,0.832880268,0.435127004,0.079146785,0.906377967,0.723114399,0.449390439,0.550560323,0.502819544,0.693064415,0.457865488,0.10112032,0.932763441,0.239195504,0.644588472,0.302060549,0.031758942,0.767413017,0.862299239,0.04709346,0.857247691,0.203596874,0.39051559,0
463,0.329308248,0.316685425,0.359358808,0.036339727,0.386757948,0.838077998,0.562336584,0.20946321,0.702441943,0.116663724,0.21597963,0.443607006,0.085614,0.054289491,0.315051345,0.580277575,0.945462722,0.027663953,0.976222494,0.169295522,0.267594662,0.888544249,0.879009702,0.952548271,0.53969073,0.681207117,0.155668269,0.393197412,0.09263744,0.342862714,0.202236644,0.04807502,0.47009608,0.29981286,0.217885812,0.186352915,0.197584608,0.042009437,0.963748413,0.107969753,0.06202462,0.018734114,0.513780431,0.158213712,0.48031122,0.274786683,0.585432399,0.796856011,0.997659649,0.876049783,0.914719764,0.087831498,0.504942458,0.360754108,0.495031079,0.11407692,0.682162103,0.13872851,0.165691759,0.121621256,0.73645352,0.732027506,0.826468065,0.116735918,0.382617625,0.05438004,0.568257326,0.969226447,0.450414694,0.259804336,0.390937667,0.554833838,0.101482191,0.478861612,0.922125876,0
464,0.391964452,0.471479084,0.596308431,0.703995337,0.592321158,0.87138759,0.214614997,0.705816128,0.464889892,0.357938985,0.782191744,0.617103088,0.19024807,0.014005311,0.625168569,0.537569035,0.885602102,0.642864283,0.825575431,0.215182514,0.910839341,0.872652235,0.257743672,0.322252542,0.38524212,0.125425785,0.773675581,0.142082207,0.174946587,0.592886665,0.36676035,0.949644493,0.838456908,0.539496829,0.094187686,0.621202311,0.398285322,0.792659478,0.116350442,0.810822468,0.156519627,0.945254681,0.580254485,0.633390139,0.294102414,0.892042925,0.798652114,0.264088286,0.373091983,0.533119152,0.292978363,0.263444614,0.505091054,0.360063434,0.95254025,0.100255861,0.198966641,0.584596715,0.498700399,0.505069248,0.380982289,0.550437697,0.591666177,0.802227238,0.056771397,0.993928538,0.419715751,0.261792388,0.875919235,0.245348357,0.451949836,0.112727693,0.341424889,0.718406895,0.279902813,0
465,0.503200759,0.504176593,0.165226438,0.125087651,0.201303361,0.663971765,0.260746244,0.716137676,0.773130431,0.105630782,0.123361315,0.589746966,0.059295584,0.871587752,0.741439407,0.716154602,0.332225318,0.256121465,0.773010556,0.417122109,0.374065711,0.147394283,0.313894663,0.614692203,0.163952647,0.87204332,0.535492572,0.823937605,0.733841197,0.215474203,0.627907118,0.29437342,0.892451952,0.984498058,0.614586863,0.695285906,0.466338527,0.747246324,0.034894468,0.839837474,0.045380605,0.893473438,0.111890506,0.720905569,0.21360686,0.378699103,0.134584615,0.140868537,0.462655724,0.57045402,0.09500001,0.480728746,0.424568052,0.636020466,0.201474481,0.730327226,0.958583041,0.554417577,0.83179702,0.872728611,0.282656213,0.334298885,0.965318606,0.11840479,0.478300712,0.355366336,0.272923314,0.559910063,0.135967135,0.37443628,0.274016443,0.598369685,0.812305418,0.281354843,0.865348316,0
466,0.829143156,0.162895057,0.295815588,0.370584733,0.66693903,0.64357104,0.484876175,0.416250596,0.836820649,0.936620056,0.454224188,0.854846699,0.190696646,0.073941053,0.759765465,0.34809771,0.713321977,0.038084415,0.353098059,0.684843411,0.313922909,0.734375478,0.126468908,0.466449685,0.499727384,0.643886585,0.078298101,0.798221115,0.033159958,0.804972882,0.477241566,0.848410324,0.900802558,0.466656381,0.315813212,0.967285254,0.394548775,0.514944243,0.031215691,0.375060865,0.087025981,0.719736448,0.334565645,0.702247808,0.139980083,0.390384293,0.794412625,0.046417248,0.348578891,0.316824627,0.160922298,0.218171771,0.67927676,0.828533164,0.790416897,0.019345777,0.785356208,0.954513433,0.612079214,0.898769815,0.169375372,0.476507111,0.043147719,0.847982143,0.378065201,0.77534664,0.620527535,0.216311476,0.937599882,0.39813866,0.064227862,0.212046816,0.100805229,0.097162799,0.320950051,0
467,0.835470668,0.034082288,0.48785471,0.408212636,0.877662722,0.793035733,0.266088461,0.594002804,0.933120598,0.864821625,0.365261251,0.368791051,0.837366586,0.555985746,0.394645059,0.202727485,0.203803562,0.439539446,0.356220541,0.616264218,0.750445919,0.560723928,0.397624941,0.488758582,0.013517161,0.35717637,0.427693022,0.279031838,0.225742771,0.048672059,0.705988843,0.259861204,0.387795487,0.341573168,0.452354306,0.025529668,0.776869121,0.846888456,0.440314422,0.485429363,0.41951743,0.729472085,0.401499084,0.8025142,0.095431022,0.072172013,0.619696028,0.077165802,0.097644093,0.321100911,0.095519362,0.335064237,0.095905234,0.2096054,0.571837691,0.404429581,0.783051786,0.475130177,0.21736066,0.422740961,0.085944943,0.634684787,0.794448855,0.20989616,0.752747963,0.295287117,0.513398474,0.232587117,0.181110963,0.497239999,0.263757434,0.580905504,0.704306279,0.407919574,0.862683148,1
468,0.425590635,0.312427707,0.527007612,0.102020021,0.648578334,0.541631911,0.962648134,0.3919365,0.213544993,0.160924424,0.482212254,0.741515084,0.626436663,0.781992793,0.223954261,0.134971916,0.808316461,0.762370486,0.813476643,0.230486502,0.846254834,0.840345327,0.287050619,0.545529544,0.39425758,0.766199286,0.633790647,0.12019171,0.88276096,0.843532264,0.090899361,0.473810656,0.629306685,0.189804328,0.994107454,0.764435907,0.275051339,0.053980748,0.484398773,0.566676558,0.166265854,0.617585662,0.317084684,0.250948594,0.342321584,0.155669696,0.211267054,0.996932202,0.881771768,0.17783074,0.827572671,0.603922306,0.620097379,0.312172703,0.5061209,0.177280992,0.44648436,0.540070593,0.87419907,0.503409982,0.876782736,0.511652539,0.883977433,0.593811962,0.090029135,0.043916045,0.325088996,0.273603063,0.785076724,0.11918205,0.944429785,0.300090942,0.447023161,0.850130523,0.653094525,1
469,0.159485879,0.9526577,0.881920414,0.390712137,0.460238533,0.322040349,0.449336003,0.010028107,0.2278501,0.918512254,0.243838455,0.047555749,0.313671052,0.71740641,0.906943326,0.160041041,0.878145887,0.928959185,0.052252978,0.372769148,0.059228112,0.537697292,0.107246221,0.38214061,0.507509582,0.039824092,0.435041933,0.944336755,0.140057839,0.523316754,0.433933757,0.757264649,0.392570602,0.286464373,0.192833584,0.126995972,0.330533782,0.114591572,0.680182108,0.797966832,0.61463014,0.918591587,0.786024964,0.569983183,0.117210672,0.326269298,0.052089278,0.970627663,0.242586142,0.377918369,0.594753049,0.295442912,0.042142933,0.086931883,0.082586274,0.134860538,0.672353845,0.867746161,0.9346735,0.623249434,0.656083422,0.171331261,0.929147418,0.133305663,0.77899446,0.941752738,0.705484786,0.779250639,0.597744844,0.155536784,0.872059386,0.219268284,0.252688148,0.798874076,0.690725596,0
470,0.198835256,0.844132487,0.281407225,0.065413733,0.157639293,0.226175106,0.313505167,0.356451713,0.74373134,0.412095447,0.129451622,0.183317962,0.298153368,0.63303911,0.367784894,0.204216563,0.622635361,0.06611112,0.325891183,0.922296706,0.635771914,0.491200794,0.716278576,0.905366963,0.108946166,0.797153826,0.573452499,0.015854337,0.808243092,0.29013562,0.052930622,0.945331048,0.93888066,0.124730499,0.174930279,0.821897889,0.418056703,0.466040471,0.569976018,0.314315117,0.795574245,0.434707784,0.030315191,0.861838433,0.84191924,0.804482724,0.434286016,0.820112903,0.086482359,0.287162214,0.224785497,0.007215459,0.810697542,0.809152457,0.75351563,0.527333682,0.949951278,0.261407019,0.783766457,0.586042955,0.541805955,0.59917173,0.007030665,0.412883411,0.486464393,0.152994346,0.110824337,0.241720832,0.070055083,0.391863691,0.228532461,0.074774838,0.162617785,0.529918681,0.345092946,1
471,0.165070808,0.878514762,0.671400364,0.719977784,0.897904236,0.290717101,0.60884218,0.542401607,0.222811706,0.420796326,0.864612377,0.287455777,0.876948451,0.710437058,0.653849069,0.637823935,0.679958425,0.794491775,0.726269798,0.713032553,0.651692917,0.75662494,0.433067485,0.481429511,0.632091845,0.420331075,0.26466234,0.683591081,0.877524647,0.426860963,0.350142945,0.534450119,0.870328697,0.69023747,0.440544548,0.821997633,0.729709643,0.377408863,0.172124251,0.337776574,0.121568767,0.265687053,0.448000519,0.692428094,0.821368635,0.657365026,0.841500008,0.621454113,0.490665001,0.213218188,0.021836764,0.932886058,0.701273198,0.191811058,0.027988954,0.223984051,0.411693321,0.798938133,0.138213502,0.478746511,0.224250138,0.165444823,0.188637478,0.903649637,0.024393235,0.813405308,0.602239163,0.185867705,0.456333886,0.54501002,0.946917054,0.983968456,0.846166256,0.178998437,0.971889121,1
472,0.103185679,0.768986118,0.586727583,0.309275784,0.070468198,0.396061272,0.693616518,0.262226195,0.661606178,0.320549448,0.424468097,0.918224061,0.185232849,0.22338444,0.469237862,0.608002881,0.739813617,0.39470307,0.701830324,0.433198083,0.587461019,0.451348394,0.039592492,0.781366361,0.675543817,0.433851585,0.877440119,0.074025284,0.91086692,0.462367179,0.411065335,0.370001935,0.742611679,0.934541702,0.10254399,0.362248506,0.362796226,0.677544773,0.703705392,0.441777896,0.486586315,0.522952006,0.379322544,0.874715092,0.799622158,0.980321142,0.64145976,0.148065366,0.492833655,0.732222552,0.381335659,0.293253716,0.872139758,0.024433429,0.620789468,0.41909852,0.254762732,0.05954568,0.592249786,0.740399432,0.297664969,0.094045652,0.291573151,0.032070766,0.448107129,0.570115754,0.967274409,0.663100802,0.094750755,0.552597868,0.068163213,0.126584189,0.400293469,0.050226805,0.145338927,0
473,0.338373892,0.644585001,0.321096223,0.465469084,0.523500439,0.290168511,0.406056297,0.175665043,0.270586617,0.816102346,0.764550908,0.042455671,0.045409202,0.205520938,0.136237973,0.576138985,0.741902107,0.463797283,0.059305268,0.45325279,0.601498241,0.120175743,0.955561045,0.368099286,0.791430365,0.834652141,0.198957592,0.919613689,0.458409199,0.111563644,0.023391981,0.327022262,0.913606552,0.887896367,0.642163895,0.519958053,0.606237653,0.840562588,0.639569393,0.162030742,0.667480377,0.424807268,0.193291277,0.013635669,0.055477249,0.049613414,0.664278982,0.667691975,0.743223953,0.188662705,0.73972982,0.888794101,0.022745239,0.408980941,0.03744158,0.030042883,0.940996652,0.220390571,0.839214022,0.828132437,0.769128628,0.688979586,0.312335144,0.359006197,0.170144322,0.142569736,0.187801416,0.78377449,0.612643489,0.258224155,0.875795622,0.762178525,0.067980365,0.155032216,0.996283185,0
474,0.56079682,0.825757292,0.450932208,0.406750099,0.939642593,0.890049129,0.522885384,0.144140815,0.594281631,0.792262583,0.596479325,0.09510206,0.750092991,0.250024064,0.635665405,0.929976201,0.449785945,0.891833192,0.282786949,0.888871071,0.920868764,0.785404701,0.935454062,0.174098287,0.23359817,0.924379457,0.18133558,0.564762712,0.098417721,0.625999626,0.538775189,0.995134244,0.416210076,0.014009093,0.105565404,0.621664375,0.801618541,0.770564136,0.45534793,0.246248291,0.52345684,0.139638264,0.983700751,0.988235302,0.244494372,0.238064153,0.583136442,0.418549058,0.127701629,0.494752793,0.419663891,0.21049076,0.577975445,0.137647234,0.884175763,0.037392712,0.464196455,0.770865611,0.655510125,0.211399381,0.572743137,0.596647201,0.138147152,0.672454888,0.994166962,0.651562655,0.90410584,0.295981744,0.285630736,0.293035911,0.089332664,0.079995903,0.23321578,0.979382835,0.835858688,1
475,0.383706506,0.852760774,0.459445063,0.845251605,0.740053623,0.855312997,0.343038055,0.974956918,0.917875384,0.977339686,0.085546924,0.021836784,0.169049308,0.657117614,0.914423535,0.812376255,0.077223881,0.82636763,0.114948446,0.135912077,0.878759194,0.797020657,0.079305947,0.157923117,0.224228462,0.293368863,0.349057861,0.879267134,0.67512222,0.536495179,0.494966101,0.119209871,0.527414267,0.013355299,0.689397037,0.793201317,0.427363646,0.34243632,0.677686639,0.796841757,0.805180193,0.107775635,0.065081667,0.565270125,0.616673736,0.987471713,0.094701103,0.064308433,0.857491202,0.007309679,0.944176003,0.143503759,0.225103614,0.148516632,0.751206784,0.991194736,0.289884221,0.201420372,0.461250958,0.787015183,0.596126591,0.665123296,0.108438907,0.589643684,0.24884433,0.14623223,0.618566602,0.890033156,0.769951176,0.665412951,0.566595906,0.196848398,0.945547601,0.828552511,0.369689605,1
476,0.080204664,0.503193569,0.896204529,0.923194941,0.480148097,0.243148554,0.506024164,0.341005073,0.748620584,0.818574356,0.013801716,0.25995828,0.330949372,0.827871771,0.457002611,0.76538143,0.457766738,0.193454459,0.605483806,0.754932783,0.114756638,0.258000552,0.762867905,0.155416028,0.552599922,0.742496841,0.715760783,0.278477664,0.075942159,0.447574397,0.193750581,0.186502465,0.758612598,0.47199886,0.276611852,0.019274851,0.874536899,0.883361775,0.166754257,0.626454814,0.613038039,0.57666206,0.400050424,0.228797732,0.154073169,0.512333368,0.445321144,0.624373676,0.375632664,0.067315586,0.07473843,0.03079373,0.074013606,0.522081507,0.310458944,0.955520577,0.616717742,0.65869159,0.316720833,0.558309396,0.402534178,0.939775521,0.220495775,0.575277186,0.088079644,0.808366698,0.329476864,0.205390391,0.532036778,0.777782239,0.368623457,0.94699671,0.851541682,0.652097062,0.438502247,0
477,0.302507298,0.77294106,0.548243151,0.590977728,0.303280496,0.304393776,0.30825801,0.369846227,0.069349532,0.546024249,0.104618438,0.348636951,0.48444289,0.68863713,0.71731144,0.168317084,0.588375495,0.187337616,0.51544022,0.36573541,0.600268275,0.120228009,0.344495788,0.117429468,0.580555665,0.17408148,0.438634399,0.793512051,0.999306455,0.823179611,0.047637233,0.979305374,0.188384425,0.825932897,0.585749158,0.23458028,0.666301669,0.100138037,0.563119831,0.651824531,0.384143509,0.553297135,0.688907955,0.99438776,0.660796421,0.447988745,0.326247217,0.504851446,0.827932719,0.899331124,0.610134943,0.665587311,0.594866062,0.270663822,0.019566114,0.044254645,0.071302326,0.262011542,0.964005298,0.087706553,0.258955111,0.026751685,0.546640224,0.654713527,0.251467475,0.010473003,0.853145681,0.037249432,0.180033811,0.072613951,0.475826812,0.620742417,0.374448805,0.598162926,0.849428396,0
478,0.060691332,0.281889144,0.267073673,0.106218314,0.93398699,0.300457362,0.651974956,0.330072438,0.291600044,0.512032161,0.079607716,0.837179477,0.766441043,0.338743832,0.06483198,0.567036268,0.25745214,0.303135229,0.359969894,0.785623061,0.934032724,0.665450743,0.26131502,0.021414276,0.303427355,0.324494558,0.75823842,0.474911345,0.022916711,0.495716239,0.978732699,0.57785315,0.073193654,0.584284427,0.81586753,0.411985588,0.602177801,0.370748833,0.79356428,0.963690172,0.45375709,0.823148492,0.1153059,0.574040308,0.029089816,0.279884049,0.825025,0.251437078,0.720448415,0.556459553,0.761478143,0.398909741,0.139171457,0.301876636,0.502383074,0.071267402,0.025670656,0.411378695,0.472146781,0.360624373,0.646631527,0.148744218,0.663184801,0.001948909,0.635019547,0.028014191,0.112315318,0.727275801,0.84287236,0.143391513,0.787655522,0.111310847,0.626171104,0.735668681,0.873041623,1
479,0.325516078,0.802036157,0.099465314,0.800883685,0.640346431,0.874507262,0.845905537,0.518863467,0.429942054,0.588839503,0.531181887,0.838156735,0.347995578,0.518179584,0.889478491,0.412181907,0.028959213,0.826518758,0.892359316,0.567545407,0.321985945,0.817247964,0.611780164,0.378990613,0.755090503,0.135733054,0.945753988,0.803438595,0.584097599,0.282607395,0.548344215,0.370450923,0.425696805,0.749277581,0.746964644,0.931587475,0.229460936,0.446502712,0.944804085,0.015297862,0.176898521,0.207913082,0.055014096,0.361964217,0.952238868,0.885815268,0.572591125,0.011288286,0.868139629,0.191217752,0.448849035,0.180445683,0.767750502,0.283357441,0.837126519,0.054701067,0.411908616,0.271333667,0.017057787,0.534824628,0.13301779,0.850985773,0.827055396,0.368053962,0.447855902,0.810373455,0.264097712,0.125565893,0.591576619,0.142685552,0.718770776,0.982643252,0.362506186,0.367366006,0.936784494,1
480,0.254660289,0.310483583,0.076983186,0.935344248,0.540029254,0.418724589,0.738937377,0.80821269,0.486261231,0.791603174,0.955568167,0.233503998,0.533492186,0.896182925,0.279330005,0.743796805,0.811155315,0.682177235,0.702602597,0.28053925,0.918521898,0.910529859,0.412189585,0.527412313,0.627570089,0.584425774,0.729699124,0.911211965,0.694350302,0.270564375,0.151888708,0.719174065,0.174990947,0.680059461,0.447375637,0.549000841,0.874479985,0.86793238,0.057041053,0.266757266,0.430753182,0.970969203,0.206453566,0.927703125,0.448051806,0.571219595,0.164568042,0.327814071,0.441137076,0.952273563,0.754816447,0.455641251,0.839973943,0.564515172,0.043687513,0.923221861,0.256898054,0.069586034,0.038810124,0.626021039,0.341290277,0.387201296,0.017164915,0.80772897,0.328421738,0.677774515,0.336951526,0.545623754,0.533180153,0.298426775,0.163006587,0.057572224,0.348235712,0.96978085,0.971725193,0
481,0.475462294,0.750972046,0.152471671,0.917998755,0.487938889,0.087021244,0.974048266,0.41777785,0.259044264,0.444603203,0.867605414,0.032209554,0.297179504,0.069686273,0.511216985,0.168189824,0.048924117,0.284408527,0.718024612,0.877291331,0.68388479,0.854554745,0.605550124,0.513598962,0.885790604,0.815329811,0.569784118,0.692108478,0.835829061,0.704663623,0.594167981,0.616334068,0.239466779,0.982410471,0.004932712,0.169644617,0.876433136,0.797224179,0.503643031,0.627159416,0.504873789,0.220627623,0.879935678,0.230406675,0.516919407,0.003383224,0.810323767,0.780450298,0.420099502,0.657364533,0.632347814,0.978171249,0.602141081,0.347958498,0.906057158,0.071958006,0.128013526,0.788003479,0.738756145,0.601915583,0.721442257,0.379367309,0.104151467,0.441377882,0.492841869,0.052776706,0.235595176,0.346130667,0.144031757,0.541628588,0.455012134,0.985494187,0.523199734,0.718999214,0.059949558,0
482,0.603925259,0.509922766,0.366710379,0.128356587,0.045415278,0.456446295,0.583663278,0.848581846,0.091830182,0.298406975,0.721386626,0.62139857,0.236827699,0.120269194,0.721923141,0.611460143,0.935553323,0.802441902,0.162017008,0.154585225,0.959313887,0.915967804,0.142561186,0.493940608,0.996059005,0.361437329,0.573008576,0.297859844,0.262135425,0.105934575,0.270515359,0.590319382,0.419233969,0.155338747,0.009027287,0.612737334,0.897834834,0.427822026,0.407485825,0.399651055,0.11688627,0.509905032,0.379616301,0.13838759,0.974842431,0.272794511,0.837647772,0.076901059,0.407297332,0.116330736,0.48327657,0.440119154,0.617023448,0.744822811,0.278740944,0.200443433,0.123012589,0.358721162,0.478259891,0.005501791,0.550752571,0.101794607,0.95105475,0.323316563,0.533130639,0.090083516,0.300824011,0.547869288,0.954470334,0.130824298,0.190034499,0.974836854,0.486419325,0.007100333,0.576529875,0
483,0.818711849,0.917015349,0.893696373,0.344624527,0.69444496,0.7940999,0.551113975,0.036310339,0.606337736,0.739079549,0.53801891,0.101016289,0.765535877,0.430330771,0.925236258,0.719058626,0.896520992,0.302855568,0.964284008,0.687737948,0.995047809,0.458894377,0.471916109,0.261351544,0.458786172,0.358348993,0.274383999,0.352084879,0.077684783,0.894429744,0.995033458,0.190204436,0.655859776,0.175605206,0.352041906,0.768110791,0.099883024,0.420716558,0.296857197,0.030065919,0.197996588,0.688910917,0.610159392,0.816886303,0.910468582,0.291849359,0.894104727,0.574358049,0.233620869,0.308290903,0.307607433,0.457622444,0.903969573,0.649225706,0.980426809,0.583024854,0.670608494,0.898603385,0.627169801,0.535071211,0.127169323,0.539484518,0.979867255,0.749936437,0.154446909,0.564975342,0.065972571,0.051428883,0.337431164,0.520514036,0.695951953,0.953480415,0.513137178,0.801838808,0.831252765,1
484,0.95812862,0.842471258,0.994894676,0.248893702,0.872572236,0.709152717,0.148164331,0.774507033,0.766742501,0.032190626,0.934967245,0.171181917,0.637601498,0.647805603,0.93217105,0.684851317,0.178646883,0.835916297,0.969222222,0.98148705,0.704966641,0.208562633,0.138289796,0.263979936,0.182006184,0.963414473,0.643261932,0.394090356,0.325205088,0.603216283,0.786973249,0.690178433,0.145962976,0.514672072,0.354031854,0.080101533,0.655692897,0.893603871,0.378308846,0.066265741,0.516084495,0.755567868,0.524662138,0.970260644,0.351183502,0.293401145,0.828436464,0.958207252,0.504768565,0.192674303,0.68603766,0.251803469,0.754576389,0.451384127,0.129947365,0.735801122,0.386194714,0.13767899,0.846884656,0.716911061,0.033089047,0.06539692,0.787975807,0.471593665,0.314017535,0.936398554,0.422100094,0.494815773,0.388328512,0.897185766,0.878486786,0.551705093,0.050235186,0.169906474,0.103618423,1
485,0.287840169,0.797225534,0.681943457,0.155393574,0.012703117,0.937927125,0.046654975,0.662896396,0.366994628,0.275027748,0.812880336,0.787624424,0.372460121,0.467690556,0.525780315,0.297497017,0.961036935,0.748838664,0.579977942,0.246645643,0.137338295,0.468328339,0.438193776,0.391236162,0.859114812,0.98745063,0.919721875,0.227081525,0.772339642,0.745656986,0.751583377,0.811421184,0.659092245,0.025289042,0.250273282,0.618180418,0.199154552,0.093043548,0.423166925,0.599639258,0.762729893,0.960490474,0.23310675,0.963086967,0.997297682,0.577980743,0.132374631,0.473984578,0.85495288,0.556673131,0.353097393,0.884662269,0.645863507,0.39944857,0.601752359,0.20020617,0.893951638,0.779940821,0.078939931,0.591035223,0.447938817,0.833722902,0.796522527,0.874311453,0.379273908,0.418597322,0.699014623,0.360417242,0.122842978,0.017534527,0.213829587,0.243238444,0.141707897,0.503445223,0.365978053,0
486,0.891940675,0.974792014,0.537702856,0.568133598,0.313149225,0.761689441,0.790785569,0.995328289,0.921006896,0.217040033,0.384203445,0.575457241,0.72889898,0.793959346,0.438321644,0.801951524,0.303164959,0.390293781,0.744755736,0.505143601,0.454556857,0.747776812,0.390878459,0.516794526,0.577336614,0.473426589,0.057065503,0.37095297,0.848959225,0.689614963,0.07745133,0.196418623,0.553089082,0.296169202,0.264269444,0.368362339,0.700404879,0.678263116,0.54585578,0.897638657,0.723532214,0.530248708,0.046872453,0.477628762,0.374089964,0.898599116,0.247393292,0.293972127,0.004872302,0.749325751,0.869850282,0.935840613,0.707997883,0.802259225,0.570718489,0.523192812,0.46186084,0.77069054,0.59574222,0.949360013,0.086751297,0.574851665,0.981880026,0.444874514,0.85869275,0.513875083,0.525963527,0.534611606,0.301737084,0.09657461,0.229264635,0.859299627,0.562486121,0.890549346,0.44886303,0
