Column1,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,class
247,0.717162324,0.552854035,0.55009783,0.009862237,0.677473918,0.728275478,0.444708793,0.53246342,0.410582207,0.435700091,0.497701847,0.203393079,0.474339778,0.317173627,0.827835353,0.862333883,0.356625842,0.803770923,0.376126805,0.616403985,1
248,0.576235857,0.786137102,0.103498047,0.561136804,0.648006774,0.836499906,0.245040992,0.61844821,0.045542126,0.512273226,0.230862273,0.744152487,0.375506551,0.199876222,0.944974541,0.430329431,0.837918534,0.174151034,0.772365822,0.191787349,1
249,0.357903517,0.53376435,0.523724212,0.018895226,0.610220552,0.329504658,0.561812756,0.385347841,0.10602705,0.449606141,0.145868055,0.02243421,0.879129461,0.487437895,0.608279361,0.629907734,0.306471408,0.550760386,0.770571202,0.212853531,1
250,0.998773,0.221581522,0.001839168,0.196444122,0.864515084,0.602090608,0.887294336,0.170347934,0.517411063,0.082510016,0.559649595,0.153099372,0.315096905,0.445300115,0.511215664,0.671988756,0.564941404,0.138255483,0.178979068,0.423752344,0
251,0.373565411,0.220754651,0.504997515,0.57142687,0.189137202,0.341626521,0.378946228,0.202132961,0.146152348,0.394475024,0.741554378,0.697672223,0.693021542,0.607713843,0.807232885,0.747924031,0.859172665,0.04048598,0.778059655,0.250644354,0
252,0.298633777,0.490869567,0.326207427,0.422390427,0.132308597,0.664292036,0.369227646,0.808193842,0.605861348,0.041408103,0.961368499,0.607983418,0.401514426,0.448510584,0.37698544,0.190874342,0.432162892,0.545591634,0.255190663,0.323047009,0
253,0.127923541,0.203326799,0.632330223,0.59927241,0.663053348,0.740829698,0.166345454,0.558943565,0.182545582,0.284584002,0.644419401,0.992236836,0.814586509,0.477600472,0.809877597,0.367490821,0.648972052,0.018645742,0.217633991,0.009539802,1
254,0.387262788,0.95602365,0.773099073,0.556462452,0.118011578,0.086634562,0.141696399,0.978675796,0.13869865,0.403913318,0.178764564,0.397985807,0.40398056,0.706425491,0.723700721,0.096336282,0.450278328,0.28251376,0.428753605,0.489994541,1
255,0.736651749,0.410150025,0.33083137,0.67337183,0.804365952,0.233327793,0.191816291,0.222218561,0.944701835,0.653773224,0.064238121,0.076544718,0.658368874,0.745106902,0.997095955,0.91715453,0.758896933,0.921463511,0.276848695,0.686153471,0
256,0.393790406,0.118908965,0.832397276,0.771816454,0.963331554,0.859833271,0.343728262,0.575064432,0.209859389,0.813316301,0.707986275,0.963987176,0.69929213,0.928381322,0.407384385,0.649957944,0.57546811,0.621921785,0.176652436,0.927786075,0
257,0.465187765,0.873922489,0.149014547,0.333322883,0.024906345,0.306796404,0.817225215,0.041712996,0.522993776,0.772031543,0.625144426,0.099450149,0.154480125,0.763265664,0.978268802,0.04176033,0.870326888,0.392211184,0.566135101,0.962679235,0
258,0.84450916,0.999443959,0.643788163,0.461650892,0.663999182,0.189920642,0.470703659,0.093171692,0.59394445,0.586394412,0.412732332,0.54495988,0.914514666,0.020862626,0.227568756,0.740879258,0.514478666,0.961050933,0.339718342,0.258507623,1
259,0.219059009,0.358685232,0.086445451,0.940123588,0.995306437,0.124150317,0.366297841,0.34917943,0.912487875,0.076162894,0.389922574,0.983940038,0.047934131,0.370766459,0.859298329,0.763458105,0.807983037,0.455393899,0.265744357,0.19975742,0
260,0.800270542,0.140275193,0.997363763,0.872444753,0.595363795,0.850769656,0.130147712,0.347454322,0.090493814,0.825774562,0.727837472,0.605677887,0.788335107,0.886952908,0.526487829,0.438382355,0.243684534,0.572429903,0.355720681,0.444705599,1
261,0.908493806,0.72247637,0.625314323,0.156141296,0.352287071,0.927086355,0.669856319,0.439923023,0.942835787,0.361419935,0.509513069,0.829668606,0.96113968,0.021127844,0.24162673,0.929795631,0.349399498,0.924581947,0.140189764,0.849122828,1
262,0.061222107,0.124271889,0.115514244,0.759480974,0.865709082,0.647584298,0.042359784,0.080825091,0.130823111,0.950867489,0.92123215,0.539067135,0.711499817,0.856248693,0.82057371,0.806255429,0.333968136,0.176037502,0.617869632,0.281975308,0
263,0.009185033,0.70959065,0.212578315,0.253800739,0.521533282,0.068931785,0.201520192,0.327256022,0.78526182,0.4405475,0.60713544,0.434040927,0.229162621,0.68672489,0.83209382,0.794127002,0.2626293,0.212974517,0.678559904,0.975838128,0
264,0.331526253,0.308244021,0.950884954,0.050737779,0.709313676,0.507467197,0.704306155,0.904313729,0.909272848,0.120798624,0.057367177,0.96746118,0.6735747,0.847877769,0.567904674,0.42276346,0.169237139,0.150559846,0.338540077,0.515000914,1
265,0.817998587,0.100826734,0.739279159,0.627744852,0.723235782,0.321106551,0.69338876,0.115427635,0.644869208,0.830930717,0.260367371,0.109771972,0.161835493,0.521274294,0.187946257,0.744879177,0.289901528,0.855091036,0.058024093,0.084720745,0
266,0.44821056,0.532757974,0.116090116,0.673655464,0.287282869,0.057797236,0.493834953,0.824979579,0.345204217,0.871410086,0.534952714,0.303811174,0.018178266,0.928666505,0.269689358,0.662148192,0.985079452,0.250221824,0.737963133,0.526133457,0
267,0.53405534,0.974117299,0.078672059,0.842819044,0.89305914,0.244962215,0.61470925,0.723880989,0.814308004,0.712794259,0.787346661,0.33130525,0.718530278,0.589430279,0.163689871,0.122385443,0.427115852,0.131581302,0.01005949,0.153119913,0
268,0.238517301,0.828704739,0.70652936,0.791690905,0.208631569,0.146206573,0.267462598,0.023492963,0.618779495,0.061312528,0.082067142,0.485834341,0.825267622,0.539410716,0.907228958,0.891493464,0.37931304,0.900322076,0.718719587,0.266560379,1
269,0.398564843,0.255894395,0.449065061,0.947857516,0.421847667,0.920112968,0.264795961,0.240147548,0.355167532,0.417522176,0.128862622,0.670801721,0.399582418,0.496100372,0.482329025,0.151657782,0.16286227,0.316293683,0.918071802,0.757414596,1
270,0.80086136,0.5933793,0.755659038,0.732918854,0.395026963,0.741612809,0.691900773,0.618330305,0.491871486,0.207955554,0.323825288,0.23820597,0.349190921,0.949120691,0.434707567,0.245555236,0.23585299,0.941490455,0.217816879,0.910086974,1
271,0.494497947,0.406163337,0.200505315,0.194107974,0.18721284,0.190020104,0.261400365,0.846581671,0.127312829,0.671303144,0.098653167,0.762915206,0.446073126,0.778989386,0.764595103,0.930722548,0.606895312,0.10501441,0.527497789,0.218243059,1
272,0.370944381,0.93348753,0.234363691,0.092837332,0.786543209,0.969612172,0.696309716,0.614843776,0.45261637,0.17379926,0.560024336,0.264335134,0.62246168,0.118991884,0.745424617,0.36095888,0.872879713,0.058533132,0.415316756,0.013011076,0
273,0.630134122,0.193489392,0.815421686,0.598571249,0.064088133,0.60093728,0.685849296,0.763713905,0.353924454,0.188644443,0.539005785,0.268291766,0.613912591,0.787710557,0.733141507,0.639655527,0.666186966,0.041367602,0.357099842,0.589669404,0
274,0.312944215,0.469273468,0.221175533,0.56585727,0.032515988,0.639058429,0.37167562,0.302457666,0.933757746,0.838091213,0.769660162,0.004125119,0.936044804,0.324967859,0.602124797,0.155356144,0.945972163,0.084673443,0.273382258,0.210363519,0
275,0.856206527,0.130007396,0.293396125,0.979043243,0.194899446,0.474314898,0.12410904,0.479567011,0.827387272,0.467799746,0.616243297,0.493646185,0.043529083,0.132763791,0.301532795,0.40873778,0.594031221,0.832044783,0.58120654,0.085399268,0
276,0.254457879,0.365337108,0.560882065,0.342772824,0.134555648,0.692847071,0.757222557,0.714424719,0.912324152,0.467660129,0.097492792,0.481382597,0.529146741,0.123203844,0.381505449,0.695508373,0.372836796,0.826065102,0.638652907,0.277979451,0
277,0.81728795,0.486154108,0.758243807,0.516509991,0.367151098,0.952220057,0.27498381,0.15880037,0.451628273,0.031566064,0.584302841,0.984071681,0.806631649,0.87521519,0.577396162,0.410594968,0.286004457,0.422597781,0.38585895,0.523733042,1
278,0.259747835,0.200101425,0.467375878,0.83799528,0.320092231,0.442037966,0.04998968,0.830521879,0.209487188,0.659897683,0.79935706,0.722470419,0.248175458,0.399175438,0.086471189,0.80768756,0.162190132,0.077816618,0.826207757,0.423026363,1
279,0.709305935,0.810748235,0.270900351,0.375858309,0.391587934,0.899975236,0.416525375,0.557315184,0.639198754,0.108499612,0.907279628,0.000400477,0.609929708,0.48906629,0.263562398,0.856326137,0.077908925,0.463579725,0.561476009,0.243331071,1
280,0.574149632,0.248428905,0.386877035,0.085429809,0.19746191,0.749484977,0.171461094,0.185348826,0.047693804,0.715119643,0.917557893,0.061780143,0.879414991,0.911556387,0.585154294,0.141919433,0.303691075,0.064701715,0.117463595,0.380865083,1
281,0.91639364,0.019160462,0.488163406,0.952943583,0.871988769,0.282050134,0.529317524,0.608795663,0.465606304,0.942777616,0.103910741,0.103663583,0.421486032,0.671555593,0.666242572,0.14681971,0.999504965,0.000746632,0.554857173,0.625782311,0
282,0.497996834,0.401786043,0.880839889,0.831724023,0.429240344,0.989893838,0.67214917,0.209661275,0.480377811,0.828994628,0.23154408,0.32198659,0.496617977,0.918490907,0.576522783,0.03578768,0.499992881,0.025208435,0.710316627,0.835567446,1
283,0.064823442,0.110916272,0.955455132,0.068848722,0.583664404,0.181826479,0.820109582,0.213429596,0.681171905,0.461553601,0.43442563,0.316068303,0.236610015,0.489404307,0.030019019,0.296168661,0.928648305,0.120545137,0.065594475,0.301632364,0
284,0.482951142,0.41831021,0.661382874,0.927855198,0.800642482,0.40262847,0.89876248,0.93809813,0.672952363,0.02529739,0.253454709,0.69877746,0.558922573,0.128711551,0.795318498,0.947145629,0.959276096,0.551582185,0.635525216,0.977285582,0
285,0.444835134,0.078300584,0.267119121,0.640014009,0.284433889,0.952616439,0.418316637,0.239087686,0.154935159,0.112397049,0.966033298,0.413301136,0.959136081,0.656898751,0.973988026,0.708068636,0.745005035,0.119435748,0.308944197,0.676357643,0
286,0.327015942,0.83034252,0.774830408,0.242845361,0.783596614,0.967818569,0.277283825,0.62633512,0.839562536,0.851730012,0.702915636,0.220793848,0.995427423,0.639083654,0.929024304,0.095631267,0.100360722,0.960629489,0.588850562,0.169971619,1
287,0.63744353,0.496152349,0.970925931,0.447253431,0.761738073,0.231527863,0.338559178,0.897449534,0.546532535,0.663614442,0.013002036,0.24360232,0.42123175,0.760976779,0.432414411,0.045319637,0.002200983,0.499348616,0.288151138,0.00491809,1
288,0.817308378,0.490214377,0.622450685,0.665675926,0.6614811,0.115881155,0.223060132,0.569731153,0.067343039,0.487462286,0.219112467,0.894606831,0.167130489,0.129632935,0.924966314,0.676290943,0.7961716,0.033912662,0.093612216,0.281547637,1
289,0.158857414,0.105863288,0.29324832,0.589738248,0.156520213,0.598577096,0.672978433,0.716087161,0.817534923,0.979881734,0.438925638,0.126300771,0.306320626,0.743188771,0.224386072,0.673591101,0.268275636,0.020159752,0.325600994,0.755155694,0
290,0.427076396,0.84665783,0.792031145,0.5142344,0.653383296,0.267229437,0.95439574,0.369238954,0.803767542,0.941141314,0.636031075,0.350589414,0.296287476,0.538639213,0.461138484,0.615934681,0.409371245,0.630922174,0.017019171,0.842849921,1
291,0.333930063,0.109421544,0.913768636,0.473840817,0.936774057,0.562520783,0.478471852,0.315568065,0.691745807,0.949037213,0.346011929,0.347266347,0.02122318,0.152992333,0.939216016,0.127773297,0.423094529,0.64515413,0.163657663,0.781822353,0
292,0.605457891,0.191588685,0.254305091,0.978274328,0.242375128,0.606092605,0.831963428,0.325454574,0.669469692,0.820876447,0.8488535,0.177263322,0.322778526,0.123091283,0.549575117,0.360194922,0.028924696,0.571054893,0.954853785,0.085984525,1
293,0.09097514,0.78547162,0.886198128,0.732068569,0.55318378,0.369012411,0.192850752,0.544437541,0.742619021,0.860276059,0.887560199,0.640862866,0.018719634,0.486847591,0.51894309,0.328391208,0.032129667,0.989994753,0.960068662,0.021146408,1
294,0.812700618,0.588541996,0.851666105,0.892232065,0.023448685,0.366772854,0.614928835,0.754316453,0.805749833,0.904758047,0.250359509,0.806111518,0.488758268,0.7954445,0.356448363,0.625898523,0.994200109,0.045102303,0.79755171,0.758025668,0
295,0.163017337,0.646017687,0.107939043,0.054963909,0.868009407,0.271285601,0.622649421,0.817562396,0.639474218,0.206676903,0.691422271,0.78127467,0.777844567,0.751342809,0.982509969,0.708613597,0.802911272,0.047804445,0.029624267,0.096864738,0
296,0.849642616,0.527072869,0.437607941,0.680528725,0.934813083,0.691035228,0.051748976,0.839114488,0.826948349,0.801542332,0.204324437,0.288859518,0.473838015,0.308129032,0.162535621,0.125444301,0.034333952,0.47933737,0.77528069,0.515100109,1
297,0.764155428,0.199467395,0.74888858,0.592207765,0.627715767,0.598252682,0.664034158,0.836769879,0.376218521,0.604873742,0.347535441,0.447497996,0.862553351,0.304795336,0.438218429,0.816643677,0.361430487,0.428904367,0.403963733,0.87883414,1
298,0.1132596,0.702191033,0.428075593,0.676924178,0.741519384,0.254844898,0.352027745,0.502239025,0.33079776,0.820345488,0.627715831,0.713515431,0.505428802,0.062829554,0.055579614,0.376120847,0.520587009,0.329864219,0.482327978,0.229511504,1
299,0.604352831,0.71873738,0.304824113,0.23869276,0.744497772,0.052377912,0.267565712,0.581815757,0.783136706,0.809246855,0.275552616,0.301394919,0.141541934,0.098480718,0.095240787,0.809391138,0.617926082,0.715137704,0.124314406,0.224802194,0
300,0.488933382,0.79441942,0.664968998,0.407214687,0.805212637,0.249150412,0.468164114,0.301402316,0.490778631,0.683367628,0.088950041,0.867385904,0.759057413,0.892095785,0.269837509,0.368920279,0.350772531,0.753777816,0.161563773,0.006613951,1
301,0.36439398,0.832666004,0.402121207,0.200894353,0.186793908,0.972773861,0.56507783,0.000542251,0.953476369,0.186328853,0.480070978,0.230688918,0.351775244,0.581058918,0.850980342,0.161649023,0.633993857,0.750532451,0.865862502,0.243095765,0
302,0.329153904,0.253835808,0.506662309,0.425977728,0.39155177,0.537757274,0.201011224,0.429450948,0.800062978,0.315413809,0.48042123,0.037862128,0.72740425,0.314372752,0.204789883,0.313886561,0.02438955,0.501219658,0.995162842,0.507725274,1
303,0.077447933,0.857826195,0.53679616,0.369893821,0.280858568,0.496836981,0.186960062,0.883694868,0.44368048,0.812573256,0.595371591,0.518460881,0.899575399,0.941475328,0.878101157,0.401803631,0.058897455,0.321364806,0.387372483,0.50211813,1
304,0.420814324,0.064847904,0.419914589,0.562281943,0.449724799,0.614481435,0.166715284,0.670307702,0.849649265,0.493517175,0.560332177,0.096738435,0.607886739,0.770058127,0.074638751,0.314141915,0.013670865,0.935370999,0.974907885,0.900939559,1
305,0.315919503,0.829832459,0.558039061,0.677237904,0.23004553,0.817063045,0.026917426,0.72178752,0.389825838,0.843729854,0.353359307,0.838035422,0.419332151,0.320940173,0.977316863,0.633612696,0.533524353,0.88064833,0.045039407,0.633641953,1
306,0.592050627,0.29828878,0.678064713,0.18938957,0.663004339,0.096221537,0.191066039,0.52635604,0.076891321,0.576890752,0.709015724,0.771129504,0.693340635,0.421926001,0.024588913,0.405029339,0.047368794,0.50985717,0.400194377,0.858862751,1
307,0.828287302,0.670293126,0.403244299,0.571323387,0.946464997,0.776592972,0.622870763,0.583857464,0.382002747,0.566889686,0.790544934,0.011907622,0.198679159,0.272996382,0.564647814,0.679223814,0.343908666,0.971915558,0.538477046,0.36789036,1
308,0.600435345,0.958023472,0.447472762,0.443172032,0.335610289,0.971858929,0.243729046,0.665375198,0.057230757,0.364313815,0.317239436,0.341051927,0.73059641,0.561525296,0.121542717,0.050901486,0.293527524,0.855187303,0.956445247,0.459945471,1
309,0.312321774,0.036148345,0.476138113,0.704107571,0.387869878,0.599454061,0.337139603,0.883455779,0.656099744,0.340143727,0.597259338,0.687020846,0.459322785,0.713676974,0.441618029,0.696583236,0.537260801,0.378861313,0.475801305,0.668804912,0
310,0.826534451,0.547510443,0.99024437,0.52982277,0.629890339,0.098020593,0.189794056,0.680000847,0.88318129,0.39039396,0.426146515,0.561720949,0.734668837,0.503379039,0.897932751,0.871229486,0.505257943,0.344497649,0.927801406,0.593689455,1
311,0.295299007,0.52926503,0.471605546,0.955412039,0.791204316,0.627704538,0.124086506,0.630634741,0.890888954,0.425090999,0.092180057,0.784719265,0.718662495,0.786454071,0.664507519,0.096210656,0.351735925,0.805878396,0.671757414,0.906568727,0
312,0.770226126,0.138171563,0.823912095,0.080121494,0.057176625,0.60001778,0.320387499,0.758849237,0.612769258,0.60963898,0.07685284,0.916359562,0.973783669,0.744785688,0.218693219,0.206640748,0.281167072,0.538859405,0.874691552,0.81195372,0
313,0.472243402,0.690756303,0.752460002,0.46332915,0.170414651,0.862080205,0.711472008,0.751288363,0.391908666,0.906728127,0.851023852,0.599700834,0.862849672,0.825689582,0.02071251,0.906167346,0.76418016,0.336449425,0.019038522,0.28470826,1
314,0.399288943,0.516578214,0.045524173,0.731002103,0.812402764,0.400023715,0.614215749,0.052189853,0.83816324,0.574477325,0.100964169,0.030074987,0.576981324,0.272457634,0.252666313,0.126876548,0.536612916,0.639994203,0.291375389,0.876562242,0
315,0.929373135,0.768315186,0.425054267,0.516732721,0.535002236,0.379815389,0.861765323,0.740090107,0.269087465,0.250717001,0.012141422,0.399236619,0.717374449,0.95771291,0.324795269,0.78951534,0.395022907,0.887296279,0.132045922,0.121940816,1
316,0.96397307,0.05244612,0.885390737,0.336199163,0.511078919,0.86454673,0.585957301,0.725186159,0.122996435,0.378681216,0.977964982,0.014012534,0.316643598,0.325272462,0.581785091,0.829430688,0.1500421,0.801436326,0.880639596,0.243682775,1
317,0.376893533,0.903049978,0.887164175,0.042139215,0.999594922,0.894061267,0.538932637,0.469942884,0.343037068,0.682770902,0.813649501,0.885421051,0.970247857,0.546340108,0.739515779,0.58952933,0.932187663,0.602575326,0.664763374,0.989541177,1
318,0.535092995,0.868283987,0.76683868,0.32338026,0.304315641,0.402173539,0.815918249,0.151315448,0.485851247,0.203235601,0.04443663,0.212805309,0.971793019,0.81956665,0.782154319,0.051751551,0.519735243,0.340408472,0.76750672,0.435344619,1
319,0.911340067,0.646219464,0.329110951,0.664887408,0.176505131,0.358904836,0.474176485,0.410154702,0.762272776,0.583786862,0.591488647,0.371292863,0.51337273,0.938318794,0.643095687,0.850763005,0.470633558,0.960512509,0.781361143,0.9125482,0
320,0.48025607,0.48357724,0.862181083,0.923020831,0.172155491,0.628738903,0.445839691,0.238496748,0.589556327,0.624979723,0.70044302,0.759748848,0.399094987,0.937206945,0.496584538,0.047573683,0.655229826,0.962165629,0.747388135,0.672505163,1
321,0.544523298,0.856698925,0.322156436,0.113168132,0.350611578,0.856074343,0.771338906,0.422668955,0.38919321,0.102326385,0.956203939,0.109690125,0.956877014,0.97244979,0.09850651,0.476286122,0.165081992,0.151034683,0.882986227,0.601645817,1
322,0.590364183,0.452558786,0.001636428,0.911879993,0.136547868,0.972918132,0.50457523,0.457953218,0.344276375,0.22448911,0.910947158,0.349450249,0.363428533,0.325235089,0.713063484,0.959990015,0.821122135,0.693103084,0.298450498,0.433639125,0
323,0.508247447,0.124921237,0.591874747,0.937727594,0.319124933,0.574087941,0.373706859,0.154677528,0.748605635,0.617056701,0.642217666,0.854788762,0.335492172,0.276670494,0.341423358,0.5922459,0.522238229,0.451767009,0.006381081,0.37922471,0
324,0.908639852,0.746135437,0.911334737,0.928280507,0.777106705,0.449364131,0.846824583,0.038054673,0.718679425,0.308615993,0.620298439,0.604398406,0.064238697,0.772311651,0.69237729,0.351921586,0.117760109,0.001676478,0.765227292,0.248051023,1
325,0.367769757,0.941796857,0.544849121,0.729545791,0.725696739,0.602532023,0.776797204,0.906596277,0.254327914,0.42017921,0.989703497,0.458099101,0.163627248,0.123384066,0.44009638,0.886768243,0.114403906,0.971650694,0.08551444,0.706590477,1
326,0.851007929,0.77146915,0.457687136,0.227511211,0.732000676,0.606107374,0.449245297,0.004623524,0.395803942,0.751846765,0.918451138,0.915175641,0.921861827,0.850827815,0.020735842,0.356958466,0.285654384,0.089651153,0.215284515,0.250319415,1
327,0.724751158,0.974095457,0.082334743,0.00600035,0.271600798,0.892151662,0.986046056,0.943030698,0.608016229,0.352103503,0.591068885,0.182180431,0.301247383,0.528214186,0.327147543,0.589472802,0.262373069,0.659172968,0.195969562,0.563789642,0
328,0.022511895,0.755044711,0.296638065,0.5312567,0.461364259,0.965197588,0.514884998,0.276496742,0.357421542,0.921310015,0.447018038,0.093085473,0.627542539,0.725280373,0.70571081,0.463478076,0.798187144,0.133315273,0.981245951,0.409328637,0
329,0.547239682,0.656046072,0.768685185,0.810230328,0.247868747,0.797058648,0.984749987,0.678261225,0.58100851,0.264625249,0.186282653,0.814350971,0.612915961,0.15504063,0.943884174,0.099040239,0.778407487,0.871705268,0.406888982,0.109479445,1
330,0.429424697,0.349865268,0.501895898,0.762204232,0.204449969,0.620270082,0.440942334,0.720184889,0.034476524,0.595551445,0.949894504,0.270877673,0.502431683,0.750814794,0.105125879,0.673337952,0.802906079,0.714517321,0.841106131,0.487766784,1
331,0.0766858,0.563266066,0.823340983,0.950256407,0.088028876,0.252862719,0.788337191,0.118972284,0.254062159,0.512150037,0.072714709,0.116250513,0.756805172,0.449813489,0.724454663,0.650014671,0.297930227,0.78334823,0.491587679,0.514822217,1
332,0.980812116,0.218798485,0.91222384,0.690332011,0.965389955,0.983872514,0.4964329,0.743367681,0.661343187,0.588039827,0.073763264,0.672553276,0.549976018,0.709077852,0.647416034,0.393214588,0.627388434,0.247047269,0.237633442,0.330500459,0
333,0.145552666,0.30723049,0.034437714,0.072949081,0.99002487,0.507363631,0.330616738,0.389560974,0.141639563,0.89243222,0.65086461,0.82917417,0.966052834,0.425722268,0.536439258,0.971630479,0.34958769,0.04463975,0.813297575,0.39394563,0
334,0.886071499,0.549784735,0.738405,0.180469658,0.822530074,0.330329686,0.890891435,0.476562233,0.072338567,0.100653624,0.707781271,0.319324325,0.697117242,0.350630652,0.889247222,0.139934014,0.680103422,0.003320895,0.588718588,0.07763533,1
335,0.768703755,0.638194505,0.623608404,0.284372651,0.848262579,0.415172467,0.717851955,0.659358896,0.486288683,0.390137525,0.659708349,0.833502285,0.910843734,0.982841317,0.946634797,0.748677407,0.079932288,0.745678389,0.910771967,0.468756224,1
336,0.558629206,0.528572109,0.118068462,0.861327218,0.654946565,0.551181529,0.250507648,0.310802839,0.035855044,0.870905533,0.341727217,0.817495198,0.042357516,0.358399684,0.925298686,0.336404807,0.592643385,0.454131509,0.873979612,0.719982342,1
337,0.890949282,0.99663816,0.245601627,0.907354739,0.790568859,0.171218841,0.236982721,0.837680664,0.129916187,0.770600382,0.083971147,0.167103424,0.611197799,0.349821552,0.397596132,0.732020824,0.444918672,0.93133046,0.43947416,0.614571317,1
338,0.520223201,0.377322513,0.11207156,0.665254455,0.1408055,0.040062012,0.436332286,0.731959076,0.14081798,0.726200099,0.49540233,0.241108105,0.420638128,0.847160139,0.639612396,0.813602182,0.190714318,0.725617369,0.823168213,0.283250135,1
339,0.944314794,0.364844577,0.659365494,0.70324817,0.517144102,0.357930446,0.605384515,0.715937439,0.783872101,0.648216781,0.856847306,0.945655789,0.638643423,0.335880986,0.629043232,0.267284335,0.102857423,0.767226052,0.115554446,0.041142377,1
340,0.682240938,0.56348914,0.072629448,0.031029938,0.243718147,0.56237411,0.565027816,0.694577355,0.943983725,0.985910419,0.076748733,0.02875483,0.746986037,0.894221432,0.30454345,0.286788476,0.144936673,0.220535168,0.834978022,0.299151745,0
341,0.869533209,0.244988402,0.868334769,0.376488144,0.52457265,0.450009218,0.193651282,0.689114396,0.262509724,0.7721406,0.739134778,0.629249809,0.388812516,0.862796348,0.103036468,0.018228181,0.721890555,0.165369915,0.262476536,0.88623742,1
342,0.855764441,0.274148697,0.601440136,0.860851049,0.471884669,0.529185188,0.337237869,0.252673625,0.627284153,0.699417162,0.037182169,0.732148019,0.015896216,0.204247302,0.939396854,0.240514466,0.1224192,0.3046648,0.147356739,0.993618867,1
343,0.966304236,0.599745826,0.604775486,0.881386161,0.612427914,0.386044059,0.400826255,0.29763524,0.032056455,0.57621978,0.447814499,0.286712793,0.819764831,0.186669989,0.928737977,0.727311732,0.776426596,0.071167544,0.092461122,0.053702303,1
344,0.70908737,0.805199687,0.175480079,0.694058368,0.345093209,0.695995263,0.32623865,0.122536117,0.697966354,0.08180675,0.738673656,0.281613001,0.941684335,0.225108511,0.890843679,0.708775349,0.014611178,0.60042468,0.737995952,0.031366271,1
345,0.761626186,0.466161941,0.413182162,0.450245183,0.856354798,0.772169341,0.818980364,0.868314679,0.895525067,0.787833539,0.24857132,0.781406289,0.245817336,0.180456897,0.215017839,0.29967908,0.198777202,0.138607555,0.358763828,0.000343171,1
346,0.308304673,0.956945661,0.365620551,0.328499976,0.945846449,0.148188344,0.70039809,0.975563859,0.625740305,0.472024581,0.186177182,0.536377515,0.433741579,0.431895106,0.737718787,0.429703693,0.92608863,0.301640306,0.830137621,0.161237811,0
347,0.613569472,0.229887143,0.06150169,0.320250269,0.701852343,0.906384705,0.786565053,0.228154968,0.018881369,0.997683538,0.676453241,0.463823121,0.412377459,0.502110518,0.440453674,0.612325517,0.436541752,0.083277264,0.292223631,0.718777441,1
348,0.323830577,0.83969765,0.035252626,0.954531486,0.238617259,0.065257389,0.24260466,0.866972662,0.731797379,0.882221616,0.941197906,0.399716178,0.793452853,0.507433204,0.058210647,0.375338233,0.365233991,0.645632157,0.159706274,0.135880469,0
349,0.856575044,0.782457474,0.596295792,0.430112847,0.032309312,0.75055992,0.983959538,0.057515584,0.936052982,0.58650497,0.478308501,0.730885595,0.96025454,0.109403952,0.914360124,0.381536972,0.930976605,0.595253152,0.045316949,0.57644084,0
350,0.962897863,0.493730254,0.791333092,0.218973869,0.729405686,0.822571592,0.304004272,0.898479448,0.04783515,0.064979093,0.498083269,0.186253737,0.000525083,0.52218316,0.767040112,0.737618186,0.538822133,0.02825182,0.990162004,0.19303392,1
351,0.726457605,0.58823162,0.971542077,0.191957227,0.983552074,0.244871295,0.875412357,0.315749073,0.834657672,0.443809596,0.527637187,0.785359692,0.910832109,0.894119256,0.820033196,0.067232136,0.324924454,0.010012464,0.885560608,0.164124968,1
352,0.95774263,0.904931722,0.395913481,0.182451632,0.522704799,0.446794216,0.441608601,0.202649327,0.427754875,0.726043453,0.837752514,0.240748702,0.19214856,0.579841635,0.223634713,0.124402338,0.487934016,0.687539816,0.006733378,0.665737215,1
353,0.497035851,0.99109358,0.501683999,0.796783322,0.12836729,0.727151678,0.121498336,0.619398343,0.394783969,0.035623154,0.148596463,0.592495569,0.763772543,0.029704953,0.424455804,0.252196239,0.697615791,0.003422361,0.991260812,0.948821613,1
354,0.460327333,0.182356189,0.093085174,0.282011567,0.281098803,0.548930635,0.119837657,0.738604839,0.385479416,0.250515759,0.344776152,0.435082577,0.965320338,0.500052138,0.807878407,0.874819634,0.155318676,0.534148939,0.988678949,0.006572874,0
355,0.863801675,0.44338727,0.805545104,0.358073319,0.281501691,0.604288035,0.690649127,0.586964368,0.535473806,0.581682326,0.621053276,0.48568464,0.803526846,0.623776203,0.890981574,0.871134004,0.753354017,0.499349275,0.998305157,0.642091456,0
356,0.956281921,0.777385323,0.06963456,0.213236938,0.271549077,0.680822574,0.37774455,0.323266873,0.342142906,0.821525456,0.859927433,0.740196965,0.913905226,0.782249565,0.013071274,0.91769582,0.103975789,0.432075281,0.729455286,0.248670852,1
357,0.697894056,0.817061034,0.550534028,0.390113905,0.126137823,0.199385066,0.878680607,0.249748235,0.649540804,0.01071706,0.133116281,0.259838543,0.774097139,0.005200438,0.959744032,0.15420745,0.364660789,0.601172236,0.393103524,0.458879548,1
358,0.49281097,0.01703323,0.403245213,0.874960396,0.308148392,0.432059804,0.520465968,0.609681689,0.325021204,0.683757031,0.115368841,0.849559884,0.574503699,0.412592992,0.688464131,0.827489853,0.62751517,0.752737878,0.791533877,0.235931608,0
