id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,class
367,0.004017391,0.929370563,0.132329156,0.012568233,0.105208008,0.98810793,0.640085382,0.605538914,0.190775349,0.468718346,0.560232398,0.72557556,0.294146408,0.342206897,0.947657212,0.049289438,0.355179622,0.123066785,0.06075507,0.330099542,0.583001263,0.357910686,0.715100903,0.584721445,0.086237156,0.346274133,0.885774937,0.004042939,0.550128869,0.361997022,-0.202517915
368,0.207738156,0.873352255,0.221305322,0.778364865,0.422905208,0.607824994,0.064330172,0.919834977,0.778560432,0.361133729,0.767859845,0.694452015,0.765536418,0.56959847,0.676118697,0.340404257,0.993731759,0.05089893,0.503028968,0.134113775,0.040261925,0.069942952,0.745656564,0.708913208,0.028215754,0.809332657,0.26843626,0.174083413,0.413066368,0.055663694,-0.242811685
369,0.643024087,0.266465876,0.264202909,0.844700542,0.062032149,0.530980084,0.038275366,0.167277359,0.0782478,0.990537819,0.969134976,0.395167219,0.923481778,0.349014775,0.507442733,0.295404619,0.60310648,0.094924553,0.760783456,0.869063932,0.497240722,0.375656364,0.118780475,0.295458197,0.03717682,0.785022531,0.201959597,0.948708374,0.307578321,0.941133679,-0.485669364
370,0.305648524,0.348343778,0.975567628,0.089268555,0.686937069,0.750880166,0.617725139,0.045959011,0.443735343,0.402077206,0.819946613,0.293338076,0.705423721,0.861284332,0.937469426,0.28233067,0.247078059,0.139354079,0.43415167,0.784707229,0.751464333,0.098706248,0.851900141,0.439575314,0.259373528,0.859607087,0.29418842,0.792101004,0.22917613,0.046102693,-1.055203918
371,0.076016105,0.640883149,0.662394362,0.695309495,0.751063278,0.328087165,0.689503251,0.552897775,0.450799256,0.10575428,0.007325215,0.927960855,0.690844902,0.344494021,0.169176546,0.92340552,0.601847523,0.687729103,0.261956233,0.867949948,0.12146356,0.70476878,0.341760375,0.910507257,0.52357148,0.256308654,0.160606833,0.88333041,0.974343087,0.271576421,0.575631661
372,0.659809066,0.094435871,0.29221715,0.266544232,0.095537162,0.761736766,0.25693601,0.028793454,0.197315103,0.471301156,0.952927512,0.325854814,0.036213987,0.282367132,0.889876853,0.542938838,0.976235306,0.35332722,0.549413183,0.276992731,0.982209246,0.477255254,0.230431066,0.040660433,0.99514676,0.314784699,0.506388868,0.633898508,0.130642166,0.683734158,-1.169586721
373,0.953622121,0.119892162,0.889054723,0.64820674,0.808977783,0.303818585,0.010111046,0.696516444,0.047176955,0.624442689,0.560643577,0.493772963,0.127950903,0.825821277,0.93629069,0.233105558,0.998270413,0.208152306,0.721933525,0.851052228,0.363358387,0.060835006,0.533273975,0.890453097,0.954168388,0.672541856,0.342542735,0.353231337,0.095270779,0.267786528,0.344027849
374,0.567448972,0.269683052,0.194358827,0.417452889,0.248060007,0.117534923,0.05618831,0.15690715,0.537592519,0.130259625,0.993140398,0.633611425,0.135895393,0.221015123,0.557015549,0.492397921,0.748925188,0.94504439,0.211327223,0.90728725,0.312988115,0.552732731,0.761560267,0.309097401,0.986241221,0.398099489,0.263542683,0.303031643,0.954444461,0.068054363,-0.331224646
375,0.172977321,0.731209239,0.255687537,0.512553769,0.005761009,0.64678008,0.636896872,0.016694826,0.707393058,0.465450614,0.588009546,0.232584111,0.462759711,0.876158045,0.363530078,0.676729213,0.402235705,0.779668206,0.426829122,0.858933825,0.994035572,0.085345992,0.538203146,0.255712216,0.108455487,0.250916316,0.939501605,0.829130607,0.710306414,0.854917983,-1.134550124
376,0.119597726,0.707617669,0.472611387,0.22297384,0.886143791,0.334653633,0.47506612,0.799042958,0.058918097,0.888991377,0.845024855,0.29994632,0.620195746,0.151436517,0.855625996,0.337232488,0.611386364,0.465332859,0.278586766,0.141009502,0.339318659,0.099379493,0.655638773,0.909870328,0.967905161,0.572608211,0.45656205,0.828359749,0.398275245,0.729569519,0.222211023
377,0.722503087,0.143286004,0.251508058,0.848928144,0.586484243,0.390699651,0.226164785,0.287987072,0.108998542,0.502873297,0.899781625,0.544666066,0.360178007,0.406867103,0.127701688,0.266567394,0.722437827,0.932606634,0.499418072,0.862518285,0.715680537,0.635559575,0.709703835,0.927322215,0.443720347,0.358499944,0.19753215,0.68274048,0.107141925,0.025242251,0.197065499
378,0.63909221,0.085610772,0.977931771,0.666950868,0.267684371,0.716683025,0.237841324,0.296708065,0.123263143,0.569430652,0.414319142,0.056721034,0.977442449,0.606408813,0.30672503,0.215895115,0.861223347,0.62643327,0.429491275,0.570040772,0.788783054,0.74528057,0.823928815,0.581944858,0.657576882,0.304096521,0.419785701,0.840680828,0.311596691,0.209845455,-0.422174215
379,0.265436732,0.640139771,0.009011061,0.626721376,0.112006737,0.432535268,0.049497301,0.726729999,0.606440306,0.225809514,0.189320916,0.394558383,0.203848929,0.844594063,0.041603474,0.29207613,0.171492738,0.621898231,0.563414589,0.55587939,0.59910803,0.776737846,0.600184623,0.474073459,0.20808965,0.325847642,0.507278294,0.36559671,0.011818737,0.050729116,-0.215374487
380,0.068317741,0.419130623,0.795261771,0.164437216,0.102963264,0.650190354,0.709672471,0.143262567,0.886751513,0.705590444,0.35580602,0.615501385,0.096739666,0.956825561,0.674541028,0.550089654,0.024190678,0.148618523,0.300962672,0.377087817,0.311425751,0.65612122,0.999721904,0.525556076,0.434961773,0.894760714,0.503765248,0.851427109,0.610381693,0.031812538,-0.640550992
381,0.359309225,0.001881696,0.831303017,0.468105188,0.414599856,0.537723661,0.877529646,0.117708884,0.28989742,0.589643589,0.215414122,0.257794475,0.694737858,0.251130896,0.99771727,0.120478749,0.911240744,0.53573337,0.478271475,0.026608769,0.846110373,0.67842397,0.287249291,0.759732846,0.4241647,0.537574498,0.81252585,0.829910973,0.553388317,0.954015067,-0.51378962
382,0.932361361,0.263016827,0.826908812,0.690963332,0.631961138,0.426601306,0.720707722,0.432728947,0.914065301,0.204153101,0.395869512,0.710143162,0.629254594,0.619473444,0.829731986,0.114912672,0.455027137,0.899218031,0.836917181,0.415570317,0.07270975,0.733961548,0.592623537,0.247312574,0.343203114,0.255711911,0.958961416,0.936601742,0.857950873,0.90766306,0.295669904
383,0.337120362,0.277515571,0.375127724,0.976742833,0.817866224,0.652198654,0.557385149,0.234076096,0.595280063,0.540288792,0.993060707,0.97161348,0.552531993,0.500399872,0.974113161,0.540514247,0.19544158,0.051520242,0.265753135,0.543705954,0.855763992,0.089515117,0.568509063,0.337726511,0.223591765,0.733302122,0.983558215,0.375207682,0.487196406,0.363606308,-1.240958438
384,0.80944223,0.803585243,0.333136212,0.380987301,0.811499689,0.536962753,0.601279375,0.880068143,0.463503427,0.427931318,0.95590394,0.441614852,0.773670542,0.067264328,0.721951473,0.580693633,0.381650849,0.194276224,0.584836315,0.94224948,0.975469949,0.272387781,0.478977389,0.890590409,0.91237127,0.776015478,0.855795866,0.739880457,0.844249898,0.788846217,-0.794077533
385,0.257371466,0.904196647,0.11630998,0.021237687,0.957298231,0.093989505,0.155241921,0.935768197,0.073211118,0.940716704,0.804250792,0.631657108,0.852085893,0.260556116,0.035691209,0.952280271,0.693020218,0.65030318,0.341294407,0.580438257,0.096937433,0.423975064,0.340189377,0.626899653,0.744451542,0.335756883,0.510488055,0.164106674,0.340873641,0.645271092,0.06990341
386,0.486182841,0.823400076,0.440945707,0.543911079,0.941093402,0.806991456,0.877472857,0.816998945,0.766364892,0.263491032,0.285056357,0.726459324,0.870417505,0.706806885,0.515670967,0.74397973,0.724917166,0.413683339,0.961558015,0.211768862,0.444799908,0.307257053,0.842897813,0.293177378,0.705470271,0.937056242,0.148110606,0.939723032,0.035931658,0.845747155,-0.084231849
387,0.174210033,0.702566794,0.362049803,0.505520373,0.576242741,0.425915482,0.358901696,0.930485412,0.414004733,0.484464529,0.667558944,0.334993084,0.705105053,0.034255767,0.094489301,0.210466498,0.754780643,0.044945641,0.273652097,0.668697087,0.168557443,0.779680606,0.091298901,0.068989839,0.912186079,0.60979729,0.385544553,0.293721924,0.412878905,0.329867102,-0.604218847
388,0.642891694,0.530977572,0.288151265,0.403790048,0.629051555,0.85507939,0.495779368,0.989877502,0.292368445,0.945225815,0.652034082,0.448255273,0.545757596,0.418548814,0.205754059,0.326417528,0.898483872,0.366200832,0.391166945,0.169895672,0.588837388,0.561402324,0.974246446,0.580396412,0.797370905,0.851545392,0.237795509,0.939302752,0.784617622,0.932535275,-0.695440129
389,0.307603217,0.579044813,0.311424553,0.536475948,0.559293644,0.842268988,0.005635634,0.954648665,0.134475679,0.954196892,0.414014271,0.588433803,0.65908067,0.536343546,0.521416446,0.324617635,0.566489345,0.300660723,0.482876413,0.075056647,0.029807416,0.15404142,0.619567411,0.432096036,0.270233428,0.599074439,0.183014103,0.721429603,0.050382638,0.012409058,-0.358025862
390,0.185038905,0.749184453,0.385465999,0.317919034,0.941552859,0.494079547,0.074909834,0.736283877,0.060292392,0.353846712,0.869883439,0.341065561,0.793537378,0.018887086,0.86446738,0.82471272,0.176567069,0.832409052,0.855700905,0.107509198,0.41573783,0.972522943,0.443034791,0.005902762,0.353527888,0.322149237,0.760481852,0.867981351,0.748912915,0.325084119,0.142182376
391,0.403268407,0.739792506,0.48833819,0.86936269,0.02215939,0.97897809,0.563072634,0.424228279,0.054882315,0.600612241,0.326680798,0.636883348,0.928160948,0.930510471,0.574391601,0.799594098,0.516924772,0.01870848,0.789489036,0.572388617,0.580500847,0.806774606,0.9805764,0.213586963,0.172034908,0.703841316,0.694260887,0.504683602,0.782784992,0.26791906,-0.46534573
392,0.17333883,0.504593624,0.709735303,0.009736486,0.956802547,0.493623479,0.998461125,0.753616077,0.568556489,0.11031952,0.796205876,0.99661091,0.242525562,0.47738218,0.042969695,0.920680734,0.194077015,0.364762103,0.054962375,0.587567746,0.8230372,0.232997544,0.46567475,0.571065172,0.859170493,0.359260842,0.040049175,0.563708926,0.457212848,0.197271316,-0.590653647
393,0.738405387,0.000200268,0.924257272,0.906125713,0.899615821,0.234901778,0.388269581,0.796716861,0.816924381,0.123232333,0.160435998,0.884482967,0.033288678,0.819998954,0.085453893,0.244078138,0.875374434,0.045817634,0.36241686,0.811915422,0.231319151,0.547905934,0.690671754,0.552803634,0.846625958,0.007022897,0.877726592,0.381828143,0.51045491,0.472830186,0.303443175
394,0.930503032,0.436070716,0.284630698,0.608382793,0.542398852,0.583101362,0.113144423,0.254358786,0.758441758,0.858520702,0.94963087,0.956770282,0.798466915,0.437160788,0.680701374,0.014742605,0.100585941,0.3937248,0.332859725,0.137872866,0.718187657,0.099365942,0.191767797,0.77514224,0.236632327,0.27593141,0.03993442,0.793709705,0.355258588,0.172661484,-0.033246786
395,0.754799793,0.567732593,0.573844343,0.150251661,0.691923272,0.175454363,0.227788816,0.176375492,0.096874094,0.472905395,0.419829103,0.891849448,0.242734854,0.929511857,0.118028895,0.62256503,0.718789452,0.894562923,0.409514341,0.881037369,0.693130413,0.03271185,0.285532131,0.950292784,0.520766299,0.523756697,0.227377472,0.698067863,0.319862345,0.522699111,0.074423154
396,0.375695561,0.411335116,0.249573039,0.731980998,0.386500522,0.153990056,0.846336425,0.243911634,0.110754559,0.990882574,0.690497928,0.747166267,0.165381766,0.637001551,0.849419526,0.312893222,0.397007689,0.359782403,0.63561548,0.67264783,0.857009144,0.383549333,0.369153992,0.642598467,0.555847488,0.773483543,0.661272304,0.333344257,0.183150171,0.329869669,-0.826772008
397,0.908391955,0.751787183,0.220705279,0.249670721,0.384793717,0.069546935,0.008161751,0.813358496,0.540038855,0.531265197,0.94290135,0.034841552,0.883837341,0.126236422,0.860848938,0.794607215,0.660772809,0.662256094,0.893604792,0.01389726,0.281662688,0.742256777,0.955691614,0.294974321,0.391343236,0.393945028,0.084904568,0.967881307,0.841851552,0.864972132,0.308368832
398,0.617955728,0.815011463,0.359943619,0.788224248,0.204625811,0.623848117,0.830869839,0.756321588,0.208985263,0.250084648,0.213496884,0.206280051,0.359320046,0.102157612,0.77716666,0.518094974,0.525122492,0.286780758,0.436977887,0.094040378,0.052398493,0.126272267,0.943709501,0.877489733,0.330815837,0.170594117,0.130901509,0.122049498,0.948145757,0.843929447,0.635712026
399,0.627934944,0.78056653,0.379116406,0.426236772,0.462657147,0.368235491,0.604739893,0.526474637,0.812771743,0.652628942,0.656441878,0.751640048,0.843785434,0.673831145,0.458599175,0.265694831,0.020096568,0.256120623,0.50930527,0.996318772,0.214507027,0.616537893,0.594625366,0.188206188,0.822556953,0.405216104,0.656756694,0.145711832,0.945824121,0.019120623,-0.312380567
400,0.956973384,0.099028256,0.045234119,0.991798481,0.356574614,0.817469287,0.708120327,0.534413005,0.841657392,0.074673381,0.79702242,0.552583598,0.343443289,0.091034613,0.407349937,0.034759791,0.52505751,0.581397929,0.783760057,0.601881652,0.217142843,0.358613596,0.814638853,0.903687642,0.72431246,0.560149864,0.756588447,0.065298455,0.460873225,0.866821042,0.623602692
401,0.322367329,0.170480887,0.328910248,0.165549413,0.012091915,0.156616277,0.538427263,0.780235094,0.99307122,0.537738415,0.031297298,0.14455313,0.401736764,0.477164654,0.089595854,0.030234649,0.786772239,0.69903444,0.339159298,0.596005712,0.08414175,0.984979389,0.187298156,0.84126514,0.485913689,0.391081572,0.824528887,0.600890597,0.678510001,0.621902498,0.329281432
402,0.358832108,0.215891049,0.584640029,0.762564131,0.823389032,0.346621636,0.884766555,0.41025741,0.536196594,0.823350481,0.004759562,0.306325966,0.127287973,0.066784232,0.295278787,0.622096012,0.885192188,0.760685643,0.290627316,0.980666141,0.135171777,0.720974053,0.926441594,0.482296184,0.533098258,0.242151006,0.005630572,0.815416343,0.760114906,0.138819513,-0.004876969
403,0.325597183,0.844100384,0.991348917,0.314787528,0.225143665,0.380186708,0.108223396,0.475268684,0.178370963,0.440768227,0.632672599,0.181906993,0.792287059,0.351994252,0.86035058,0.312474036,0.536164585,0.535058048,0.889862247,0.176889272,0.297778698,0.669071846,0.557236807,0.022850314,0.207704574,0.808150824,0.796930638,0.534041117,0.15675498,0.814359546,-0.206999312
404,0.841979387,0.65811791,0.643650385,0.711048255,0.836096759,0.815480062,0.848836612,0.254874154,0.582689761,0.696967571,0.943158365,0.341648641,0.123273722,0.725504694,0.702603529,0.782121889,0.423604041,0.927292976,0.0415962,0.23003157,0.975169711,0.37098874,0.016103064,0.22220756,0.531263262,0.382573747,0.644708529,0.714258686,0.560732724,0.802569641,-1.260538008
405,0.404358163,0.778718378,0.960660539,0.415482885,0.229911339,0.139721419,0.627652035,0.278238401,0.419891198,0.84680698,0.457360526,0.601299856,0.603177044,0.200894849,0.54365326,0.347221873,0.791810186,0.123449566,0.200468727,0.154643448,0.995442411,0.187617567,0.54069664,0.688462943,0.086806557,0.968501966,0.430162823,0.040420196,0.687800324,0.69937494,-1.479295144
406,0.919295369,0.197266546,0.602129701,0.489457564,0.018175169,0.984775635,0.708222303,0.902020062,0.424530932,0.252709465,0.172411258,0.486270122,0.564487207,0.982579402,0.896412855,0.901182511,0.852247833,0.547871824,0.970676074,0.871032808,0.298728018,0.71097195,0.253288618,0.221056,0.478468774,0.349902122,0.294835421,0.52242956,0.498549131,0.418554894,0.560069143
407,0.70193629,0.233876805,0.352101533,0.005938447,0.846332749,0.481069616,0.582338036,0.803455774,0.128301853,0.645370935,0.573992374,0.626671115,0.708648712,0.66705433,0.811528113,0.568370509,0.384521594,0.911533743,0.593221986,0.591495455,0.784202972,0.23093749,0.13790602,0.914711233,0.942756423,0.734659015,0.105926222,0.633304137,0.959630564,0.59598232,-0.256384766
408,0.917216339,0.092220599,0.456371034,0.649593943,0.291268927,0.65172869,0.454887763,0.790622966,0.475006505,0.846442349,0.582297365,0.681061998,0.198743671,0.464170589,0.97827572,0.006953645,0.974332263,0.041558609,0.296262787,0.88823153,0.150440801,0.359123637,0.100481459,0.340303449,0.689910168,0.853356979,0.986227172,0.522464727,0.203071896,0.190667171,-0.733251523
409,0.389625055,0.963532609,0.794502819,0.037019962,0.479905544,0.012169337,0.515811964,0.084046057,0.699946878,0.909155723,0.675790028,0.946540457,0.87965295,0.740152225,0.909752677,0.905355273,0.442055098,0.742692062,0.426309805,0.498330838,0.361480725,0.643196718,0.852243874,0.10861797,0.709796698,0.351319296,0.918842965,0.901862784,0.336493174,0.629628416,-0.353726064
410,0.58509197,0.90021775,0.304797626,0.79265562,0.78402194,0.496182742,0.677433057,0.465290101,0.852155499,0.307281199,0.134815928,0.986883343,0.617083093,0.136155567,0.161023874,0.298474225,0.376762816,0.135674346,0.148603812,0.538536266,0.012016846,0.067457577,0.317141277,0.860406473,0.682145716,0.372836612,0.255791939,0.248144595,0.017409832,0.311150509,0.367948615
411,0.211042766,0.863536731,0.25503555,0.662296459,0.273233962,0.127428101,0.505740382,0.339169415,0.114663372,0.16973035,0.756764931,0.763476522,0.936143138,0.428025036,0.890304709,0.882812378,0.361781395,0.422618962,0.657283756,0.021780988,0.304502367,0.405286327,0.684616928,0.399646235,0.493083975,0.311089023,0.898300742,0.056601271,0.785422298,0.815321812,0.007037069
412,0.55734778,0.61492224,0.602800067,0.586015527,0.174223387,0.321494844,0.710317359,0.544312247,0.834447066,0.49875355,0.590291302,0.837605592,0.878342881,0.691134766,0.434042776,0.068176147,0.329915727,0.130429863,0.969486985,0.708960156,0.874189727,0.777734067,0.121950753,0.042926402,0.97380466,0.526902904,0.686109526,0.118583232,0.686165219,0.211789482,-0.309701294
413,0.191664812,0.400867319,0.945341529,0.946560691,0.011066987,0.91222397,0.610830722,0.346158191,0.010572393,0.455158712,0.068754443,0.776299043,0.164752511,0.036985133,0.411540368,0.93594158,0.282281909,0.374610743,0.811860996,0.025273848,0.580340496,0.61279343,0.166670787,0.555864887,0.334710998,0.088055685,0.407832314,0.50941308,0.624695259,0.643925202,0.459911159
414,0.776372664,0.925467115,0.299535961,0.1001758,0.413747112,0.281234953,0.278206705,0.454105575,0.152812864,0.707032348,0.906103639,0.910050957,0.715233798,0.055862147,0.952907079,0.390940832,0.923587013,0.430516308,0.775823836,0.761746115,0.465489494,0.729322147,0.750651998,0.027482221,0.059925005,0.970172492,0.216097187,0.910119643,0.24510894,0.95456514,-0.707992932
415,0.985738824,0.273523792,0.053009261,0.128975985,0.767272229,0.554540267,0.940753766,0.186348025,0.9929518,0.900520306,0.425969517,0.109072518,0.730510515,0.043117538,0.190922742,0.478096672,0.300754855,0.28335661,0.907189562,0.662095046,0.444590982,0.768343036,0.15332714,0.357429465,0.163076849,0.612287387,0.662046937,0.813193623,0.071978185,0.631997402,0.10490739
416,0.226164474,0.31067242,0.699037153,0.680497218,0.364454839,0.689825076,0.315555091,0.00552013,0.912415465,0.882064284,0.17556134,0.10402101,0.358624379,0.625279949,0.189166264,0.770206165,0.970478833,0.609316178,0.186046903,0.889940913,0.299302338,0.728210986,0.368803319,0.333954351,0.750237151,0.011213196,0.069551669,0.440750002,0.269978053,0.018181464,0.074698335
417,0.898035976,0.788841797,0.20367216,0.490157515,0.839652863,0.140508062,0.5747346,0.439165158,0.112381469,0.061277224,0.82442834,0.920233285,0.395800979,0.666485086,0.048248914,0.552532299,0.391256372,0.841544343,0.472677893,0.767839022,0.26260165,0.485085521,0.788624159,0.684035938,0.123356855,0.758979724,0.811535854,0.318252267,0.379011251,0.464312756,-0.259265012
418,0.896128858,0.651583797,0.810918439,0.372737417,0.661663158,0.566321131,0.735602212,0.252492766,0.703673759,0.423927996,0.776318234,0.233205106,0.456735359,0.61788105,0.004395594,0.482884624,0.877122052,0.724769505,0.590158178,0.302136048,0.507850733,0.980467032,0.450034516,0.661249737,0.502993527,0.696808883,0.949289056,0.917224328,0.732295526,0.703568647,-0.269235045
419,0.845424306,0.48262127,0.238253471,0.927183807,0.805808557,0.24182434,0.521763725,0.659888241,0.083299915,0.484021968,0.711699604,0.485097876,0.003866659,0.780222419,0.564643649,0.137398921,0.511450519,0.609404755,0.754582555,0.19631813,0.433952696,0.974642406,0.13085389,0.02691061,0.195470112,0.949242312,0.260919713,0.407213183,0.780879015,0.725166424,-0.706027434
420,0.852876175,0.549007288,0.648604142,0.930565352,0.803411404,0.060790821,0.754305662,0.398308105,0.892119302,0.482638853,0.508982876,0.95196548,0.264998287,0.024821326,0.279520012,0.643981065,0.393604765,0.041589785,0.999381841,0.086284484,0.649713693,0.393308309,0.86245211,0.618654323,0.838221205,0.781428564,0.592374872,0.119692846,0.511166493,0.330013342,0.324571997
421,0.828613873,0.907185182,0.2188889,0.794335738,0.734401347,0.950425816,0.829824942,0.296226251,0.425682035,0.760397848,0.467841358,0.982076642,0.152109029,0.671994265,0.106083538,0.99714359,0.695050492,0.050509689,0.517819988,0.465261008,0.790274616,0.177754206,0.120105615,0.336553435,0.199881133,0.664244898,0.854409505,0.29707109,0.107260628,0.367577474,-0.972632286
422,0.484903936,0.176885698,0.762728745,0.691808952,0.746111493,0.542585934,0.394136138,0.349476784,0.733279522,0.679114735,0.091041438,0.963753974,0.011953325,0.028442027,0.527043195,0.793192329,0.000107351,0.364093401,0.892225119,0.670551888,0.998758945,0.417817016,0.790236505,0.785014486,0.196188577,0.244627795,0.670281151,0.907912213,0.851463152,0.417508528,0.009059036
423,0.637480407,0.488355129,0.467586287,0.544437151,0.381579465,0.065000314,0.517356803,0.36921961,0.648658164,0.662922787,0.655487626,0.507230576,0.075976171,0.492951335,0.965794991,0.23006719,0.996608188,0.934317031,0.366634584,0.278412742,0.967381528,0.398827295,0.121607765,0.490454536,0.924282908,0.752977662,0.747592463,0.276073045,0.926686034,0.867428872,-1.399664801
424,0.958200405,0.794072468,0.73226284,0.849296364,0.267448356,0.671698174,0.839223979,0.940379484,0.454259399,0.024119387,0.039433589,0.252527887,0.506269783,0.772137771,0.487249744,0.737175327,0.780851029,0.220551471,0.497720272,0.239139829,0.545196537,0.56338408,0.889617159,0.589221455,0.097800823,0.550170395,0.992633882,0.744636124,0.621182806,0.778822843,-0.303674382
425,0.729905618,0.389482317,0.814721132,0.717673663,0.101552318,0.691498198,0.91717083,0.284752972,0.110405683,0.167325231,0.500122774,0.172177294,0.528402118,0.663809881,0.89629116,0.900047945,0.636939983,0.653478023,0.554903626,0.507436282,0.008739478,0.655145366,0.341913057,0.40202902,0.596069897,0.809396002,0.660489129,0.316506787,0.562916592,0.834028643,-0.552955821
426,0.209564248,0.158437737,0.938177187,0.890774864,0.31547627,0.521649896,0.353049484,0.274305594,0.540493124,0.655368,0.846274273,0.306008177,0.81003824,0.252828137,0.886147,0.143473219,0.227765181,0.815807488,0.103599526,0.459640278,0.015364358,0.281662156,0.074442705,0.251345916,0.006406096,0.678867738,0.962893871,0.796316979,0.157367154,0.035928895,-0.615581401
427,0.350097067,0.581620759,0.113930514,0.906094607,0.485884365,0.503916972,0.420287183,0.04109899,0.73448594,0.20405728,0.657577527,0.708833037,0.625694391,0.968732351,0.339254062,0.22575678,0.752554159,0.682966482,0.365006667,0.80151656,0.669515361,0.401345926,0.283795512,0.439060537,0.074029648,0.248084459,0.339478302,0.094899988,0.385736555,0.388607153,-0.337670916
428,0.614919712,0.664402082,0.997644915,0.598322708,0.267423708,0.668718182,0.451932807,0.128043476,0.64397359,0.134962708,0.739506172,0.007323363,0.295572001,0.922029442,0.58372556,0.210127615,0.960965013,0.872140162,0.494085408,0.403011543,0.985381889,0.744305906,0.889780583,0.625053349,0.295465754,0.474419106,0.937218807,0.334481098,0.167638908,0.19788203,-0.980916263
429,0.364596507,0.591930414,0.768256745,0.021250612,0.672783867,0.82951384,0.073558346,0.234273293,0.713655545,0.168074733,0.515121294,0.78052739,0.035664788,0.95029321,0.992889209,0.471925209,0.264321333,0.969221759,0.459078502,0.757437732,0.1108851,0.992865069,0.775565074,0.100969612,0.950810841,0.70837274,0.242324505,0.917613022,0.360065212,0.066260179,-0.655124409
430,0.872772546,0.891417522,0.502862705,0.658279825,0.491026111,0.18562487,0.544501254,0.589781868,0.697822365,0.405095004,0.091628575,0.46070081,0.316077216,0.676449818,0.806034094,0.617473747,0.08555805,0.970176595,0.255050942,0.697757156,0.398893008,0.202695695,0.806406912,0.055973553,0.699479832,0.567230587,0.935441152,0.752891143,0.672985006,0.084688576,-0.623336031
431,0.765369396,0.694635037,0.894660603,0.247433527,0.264362725,0.762207428,0.414316451,0.278767626,0.385532706,0.592728887,0.176604997,0.464231856,0.673308684,0.61262274,0.651951702,0.919892255,0.005586058,0.561717782,0.977179515,0.527065781,0.130100579,0.848555223,0.081605447,0.345728681,0.42643955,0.400422646,0.56757484,0.388001134,0.41138791,0.5576265,0.628699014
432,0.155329222,0.085655152,0.53258731,0.641203517,0.844034046,0.637186063,0.623302124,0.064188496,0.660021698,0.462941291,0.596094565,0.785689631,0.617729839,0.540971292,0.017590576,0.330903765,0.748189555,0.264963847,0.655411489,0.35282352,0.068251555,0.017508731,0.52252364,0.663119307,0.383365276,0.62513071,0.985335012,0.481608297,0.53088854,0.540369658,-0.00119601
433,0.379255434,0.350804408,0.147594748,0.811842051,0.228325859,0.562104174,0.447487609,0.741415218,0.6379981,0.405345222,0.175871036,0.945163327,0.397904432,0.589890999,0.054445612,0.194389314,0.72406734,0.768070218,0.045030425,0.611389491,0.060898945,0.201440135,0.218060257,0.731846685,0.050568049,0.672206779,0.537097653,0.605078831,0.030432034,0.444180601,-0.136828953
434,0.263891429,0.47049822,0.452534797,0.510537978,0.373720502,0.31008268,0.448816845,0.625507606,0.047145372,0.064153566,0.929174601,0.520752093,0.324033265,0.710363193,0.708712897,0.540345947,0.333704036,0.616347814,0.970929097,0.614740879,0.689147812,0.068941452,0.927357443,0.659485576,0.190533502,0.223202778,0.259879223,0.589044712,0.156195642,0.892592725,0.773114657
435,0.519596032,0.011458103,0.214454876,0.628459641,0.307291125,0.512426268,0.253656362,0.828903202,0.465494769,0.926391446,0.610329298,0.223438045,0.131191171,0.477961234,0.135973354,0.987276458,0.873844749,0.773835846,0.134589556,0.241155801,0.777192395,0.213006757,0.834497233,0.975277625,0.683011039,0.883653748,0.489246086,0.914375095,0.783860067,0.455437954,-0.401605156
436,0.562763113,0.673000302,0.321727829,0.228311872,0.046392515,0.8193817,0.324485897,0.277299876,0.048466429,0.106438573,0.212029917,0.200284937,0.573123007,0.082579263,0.822670579,0.585274247,0.12628711,0.064586305,0.352722478,0.584381637,0.864798746,0.621947645,0.781666412,0.20256713,0.964464028,0.907119658,0.947165397,0.161750214,0.958758993,0.942089226,-1.497370566
437,0.246026072,0.899733599,0.395195081,0.943402242,0.101214133,0.420344843,0.544790708,0.839015486,0.003079804,0.540333821,0.772715401,0.634543752,0.036207777,0.077121825,0.697881541,0.773240228,0.616038476,0.775638655,0.495228876,0.670241261,0.666364761,0.68094366,0.634500813,0.436421496,0.691455338,0.180464381,0.640598078,0.350407356,0.354883164,0.601976441,-0.225746229
438,0.901610076,0.153039953,0.483102747,0.487767097,0.98951523,0.60057529,0.932532797,0.715659797,0.305761976,0.925327699,0.475335562,0.204033494,0.074960036,0.811079152,0.409218733,0.007679432,0.265243939,0.243846768,0.139148728,0.322784765,0.645820564,0.969678291,0.93931996,0.931037361,0.392391894,0.56302574,0.025240156,0.524294105,0.53763052,0.489778827,0.034818175
439,0.968432803,0.700662074,0.343512009,0.490223323,0.487101647,0.909048651,0.880855738,0.474209449,0.831960679,0.278340929,0.8333291,0.915414751,0.566485866,0.373865923,0.027728129,0.989337505,0.45279021,0.692006091,0.58088705,0.672912142,0.910734103,0.674626631,0.462585964,0.75981167,0.462077371,0.361490466,0.168710549,0.923117402,0.141763617,0.207176324,-0.425714051
